Pm,ΔS,EWF,ad-e/n,δ-VEC,δ-EWF,δ-G,δ-G/B,Phase
1,14.2397,4.7605,0.0528,0.3154,0.0677,0.4632,0.4478,BCC+FCC
1,13.7759,4.742,0.0503,0.3361,0.0649,0.4668,0.417,BCC+FCC
1,13.0175,4.791,0.0508,0.3586,0.0727,0.483,0.4291,BCC+FCC
1,13.5221,4.602,0.0565,0.3477,0.0649,0.4596,0.3751,BCC+FCC
1,13.3763,4.6745,0.0462,0.3228,0.0752,0.5012,0.4901,BCC+FCC
1,14.2109,4.7035,0.0549,0.371,0.0748,0.4652,0.3726,BCC+FCC
1,13.6346,4.671,0.0523,0.366,0.0677,0.4785,0.4115,BCC+FCC
1,13.6346,4.6135,0.0463,0.3606,0.0747,0.5025,0.4428,BCC+FCC
1,13.3763,4.8135,0.0467,0.3068,0.0719,0.4317,0.384,BCC+FCC
1,13.5221,4.7475,0.0512,0.3422,0.0706,0.524,0.4901,BCC+FCC
1,13.9646,4.685,0.047,0.3593,0.0739,0.4384,0.3412,BCC+FCC
1,13.0871,4.7925,0.0514,0.3639,0.0745,0.4902,0.4209,BCC+FCC
1,13.1708,4.6265,0.0449,0.3749,0.0691,0.4745,0.3684,BCC+FCC
1,13.1708,4.749,0.0509,0.3898,0.0766,0.4878,0.3847,BCC+FCC
1,12.6233,4.619,0.044,0.3701,0.0669,0.4845,0.3926,BCC+FCC
1,12.47,4.633,0.0478,0.4043,0.0706,0.5109,0.4108,BCC+FCC
1,14.0984,4.603,0.0459,0.2984,0.0668,0.3924,0.3684,BCC+FCC
1,13.5938,4.8105,0.0459,0.2936,0.0728,0.3929,0.3786,BCC+FCC
1,13.7638,4.5595,0.0449,0.3273,0.0642,0.3722,0.2914,BCC+FCC
1,13.3046,4.792,0.0486,0.3287,0.0754,0.3901,0.3393,BCC+FCC
1,13.9934,4.637,0.0422,0.3124,0.0672,0.4226,0.3834,BCC+FCC
1,13.4171,4.7695,0.0491,0.328,0.0718,0.4661,0.4457,BCC+FCC
1,13.1634,4.781,0.0499,0.3589,0.078,0.4093,0.3196,BCC+FCC
1,13.1634,4.7435,0.0457,0.3449,0.0717,0.4875,0.4515,BCC+FCC
1,13.6346,4.718,0.0432,0.2804,0.0772,0.4309,0.445,BCC+FCC
1,13.4171,4.6235,0.0414,0.3419,0.0751,0.3674,0.2647,BCC+FCC
1,14.0696,4.616,0.0423,0.343,0.0731,0.4012,0.3154,BCC+FCC
1,13.2638,4.6335,0.0446,0.3533,0.0726,0.4687,0.4057,BCC+FCC
1,12.8046,4.766,0.0434,0.3363,0.0761,0.4821,0.4592,BCC+FCC
2,14.0696,4.488,0.0827,0.3306,0.0833,0.5503,0.4774,IM
3,14.0984,4.523,0.0729,0.3333,0.0814,0.5743,0.5338,IM
1,12.6995,4.7905,0.049,0.2996,0.0781,0.413,0.434,BCC+FCC
1,13.7759,4.6645,0.0465,0.327,0.0792,0.4786,0.4634,BCC+FCC
2,13.4171,4.4955,0.0965,0.3383,0.0918,0.6406,0.5451,IM
3,13.9646,4.463,0.0926,0.3469,0.0896,0.6303,0.4816,IM
3,13.3763,4.5655,0.0943,0.3424,0.0861,0.6437,0.4909,IM
1,13.0175,4.764,0.0344,0.2027,0.0603,0.3541,0.3035,FCC
3,12.8287,4.7315,0.0343,0.206,0.0559,0.3818,0.3313,FCC
1,12.6995,4.6895,0.0455,0.2773,0.0531,0.3649,0.3198,BCC+FCC
1,13.5938,4.8285,0.0469,0.306,0.0694,0.416,0.3329,BCC+FCC
1,13.8401,4.781,0.0446,0.3037,0.0671,0.4253,0.3706,BCC+FCC
1,13.3763,4.6525,0.0466,0.3487,0.0704,0.3904,0.2471,BCC+FCC
1,13.7759,4.639,0.053,0.3632,0.0649,0.4552,0.3767,BCC+FCC
1,13.6346,4.675,0.0438,0.3606,0.072,0.3959,0.2463,BCC+FCC
1,13.1708,4.609,0.0453,0.3869,0.0642,0.4379,0.3228,BCC+FCC
3,12.3696,4.904,0.0276,0.2079,0.0603,0.3372,0.3156,FCC
3,12.3408,4.8165,0.0275,0.2042,0.0622,0.3515,0.3669,FCC
1,14.3809,4.643,0.0433,0.3068,0.0663,0.3352,0.263,BCC+FCC
1,14.0696,4.708,0.0487,0.3131,0.0755,0.3419,0.2821,BCC+FCC
4,13.6346,4.7455,0.0356,0.2658,0.0681,0.3357,0.2792,FCC
1,14.5697,4.668,0.0445,0.3062,0.0675,0.3444,0.2844,BCC+FCC
1,13.8401,4.703,0.0424,0.2966,0.0678,0.3568,0.3389,BCC+FCC
4,12.6995,4.7065,0.0262,0.1939,0.0658,0.3116,0.3247,FCC
1,13.0871,4.642,0.043,0.2866,0.0556,0.3891,0.366,BCC+FCC
1,12.8287,4.6595,0.0414,0.2795,0.0579,0.3944,0.3839,BCC+FCC
1,11.7524,4.649,0.0265,0.2098,0.0608,0.3387,0.3811,FCC
1,13.5938,4.7735,0.0494,0.3111,0.0796,0.4216,0.4238,BCC+FCC
1,13.4813,4.7545,0.0439,0.2967,0.0721,0.3951,0.362,BCC+FCC
1,12.3696,4.8445,0.0473,0.301,0.071,0.4028,0.3613,BCC+FCC
1,13.6225,4.645,0.0483,0.3431,0.0724,0.4084,0.3034,BCC+FCC
1,13.9813,4.7025,0.0546,0.3557,0.0749,0.4345,0.3678,BCC+FCC
1,12.6995,4.6725,0.0477,0.3333,0.0689,0.4373,0.395,BCC+FCC
1,13.4171,4.7385,0.0461,0.2856,0.0774,0.3981,0.3647,BCC+FCC
1,13.8809,4.6625,0.0481,0.319,0.0759,0.424,0.3677,BCC+FCC
4,13.6346,4.514,0.0324,0.2235,0.0848,0.2837,0.351,FCC
4,13.6346,4.534,0.0318,0.2217,0.0818,0.2847,0.3446,FCC
2,14.3234,4.581,0.0804,0.3179,0.0586,0.5871,0.3789,IM
3,14.2109,4.4985,0.0895,0.3274,0.0748,0.6095,0.38,IM
3,13.9934,4.611,0.0965,0.3753,0.0892,0.646,0.3739,IM
2,14.6747,4.5455,0.0931,0.3834,0.0974,0.5778,0.3099,IM
4,14.3159,4.5765,0.0845,0.3619,0.0875,0.6086,0.3791,IM
3,13.7759,4.498,0.066,0.3677,0.0788,0.5738,0.3018,IM
4,13.7759,4.498,0.0671,0.3387,0.0727,0.6158,0.341,IM
3,14.4284,4.568,0.0833,0.376,0.0858,0.649,0.3896,IM
3,13.7759,4.5245,0.0905,0.3525,0.0836,0.6672,0.3695,IM
4,13.9646,4.4695,0.0831,0.3559,0.0862,0.6568,0.3374,IM
2,14.4284,4.4785,0.0643,0.3453,0.07,0.6948,0.3796,IM
2,13.8401,4.52,0.0649,0.3508,0.0654,0.6741,0.369,IM
2,13.7759,4.523,0.0849,0.3435,0.0838,0.6244,0.339,IM
3,14.3234,4.4705,0.0861,0.3559,0.0841,0.7105,0.3987,IM
1,13.4171,4.673,0.0463,0.2764,0.062,0.3436,0.2817,BCC+FCC
1,13.0871,4.6945,0.046,0.2998,0.0673,0.3469,0.2312,BCC+FCC
1,14.0984,4.686,0.0552,0.3379,0.0689,0.4083,0.2989,BCC+FCC
1,12.8287,4.6685,0.0429,0.3329,0.0708,0.3547,0.2198,BCC+FCC
1,13.2638,4.6,0.0468,0.3734,0.0649,0.3996,0.2326,BCC+FCC
1,13.4813,4.69,0.0528,0.38,0.0754,0.4063,0.2579,BCC+FCC
1,13.4459,4.6115,0.0486,0.2812,0.0549,0.337,0.2626,BCC+FCC
1,13.3046,4.5695,0.0423,0.3294,0.0579,0.3537,0.2468,BCC+FCC
1,13.5221,4.671,0.0519,0.3699,0.0722,0.3802,0.2092,BCC+FCC
1,13.0175,4.681,0.048,0.3639,0.0764,0.3608,0.2215,BCC+FCC
1,13.8809,4.5855,0.0427,0.3016,0.0591,0.3469,0.2689,BCC+FCC
1,13.6346,4.6705,0.0536,0.3106,0.0754,0.3644,0.2901,BCC+FCC
1,14.2397,4.5805,0.0516,0.3147,0.0635,0.381,0.2973,BCC+FCC
1,12.9171,4.713,0.0518,0.3087,0.0813,0.3167,0.2638,BCC+FCC
1,14.3234,4.623,0.0482,0.3101,0.0733,0.3374,0.2713,BCC+FCC
1,13.7759,4.6005,0.0529,0.3206,0.0587,0.3914,0.3061,BCC+FCC
1,13.8809,4.6105,0.0476,0.313,0.0645,0.3432,0.2759,BCC+FCC
1,13.1634,4.6835,0.0505,0.3639,0.086,0.3606,0.2456,BCC+FCC
1,14.3159,4.5635,0.0507,0.3784,0.0626,0.4202,0.2864,BCC+FCC
1,13.0175,4.478,0.0437,0.2912,0.0353,0.3733,0.3088,BCC+FCC
1,12.6995,4.2665,0.0283,0.3759,0.0269,0.5475,0.3692,BCC+FCC
1,12.3696,4.7345,0.0454,0.3015,0.0745,0.3092,0.1769,BCC+FCC
1,12.6995,4.6445,0.0425,0.3047,0.0669,0.3201,0.188,BCC+FCC
1,13.3763,4.691,0.0497,0.3194,0.077,0.3538,0.2359,BCC+FCC
1,12.3696,4.617,0.0421,0.2758,0.08,0.2896,0.2369,BCC+FCC
1,13.2283,4.8725,0.0333,0.1517,0.0531,0.374,0.3678,FCC
3,13.4171,4.769,0.0326,0.1888,0.0591,0.3617,0.3713,FCC
4,12.6233,4.81,0.0335,0.1589,0.0616,0.3333,0.3804,FCC
3,13.0871,4.8425,0.0378,0.1747,0.0611,0.3556,0.4095,FCC
4,11.7524,4.9325,0.0311,0.1556,0.0517,0.3771,0.4203,FCC
4,13.7759,4.75,0.0356,0.1908,0.0617,0.3105,0.3246,FCC
4,13.6225,4.7175,0.0347,0.1909,0.06,0.3103,0.3244,FCC
3,13.1587,4.865,0.029,0.1667,0.059,0.3302,0.3476,FCC
3,13.6058,4.8075,0.0302,0.1734,0.0589,0.3395,0.3528,FCC
1,12.6995,4.89,0.0364,0.1943,0.0591,0.3577,0.4005,FCC
3,12.152,4.9225,0.0271,0.1599,0.0541,0.3481,0.3684,FCC
4,13.0871,4.55,0.0317,0.1747,0.0836,0.2011,0.2424,FCC
3,12.6995,4.7175,0.0252,0.1412,0.0632,0.3056,0.3534,FCC
3,12.6995,4.66,0.028,0.1632,0.0565,0.3411,0.3831,FCC
1,12.6995,4.6775,0.0259,0.1575,0.0614,0.3277,0.3833,FCC
4,13.7759,4.5175,0.1078,0.3216,0.0905,0.5982,0.506,IM
2,13.6346,4.5075,0.0972,0.3463,0.0786,0.6942,0.6065,IM
3,12.152,4.6425,0.0325,0.1734,0.0562,0.3503,0.4062,FCC
1,13.8809,4.6165,0.0325,0.1927,0.0816,0.2958,0.3403,FCC
2,13.4171,4.595,0.082,0.2729,0.0778,0.5842,0.5365,IM
1,11.7524,4.9075,0.0388,0.1784,0.0597,0.3668,0.4227,FCC
1,13.9646,4.6025,0.0355,0.1957,0.0875,0.2442,0.2937,FCC
4,12.6995,4.3975,0.0328,0.2119,0.0795,0.2854,0.3688,FCC
1,13.9646,4.6375,0.034,0.1943,0.0863,0.2535,0.3195,FCC
4,12.3408,4.4625,0.0286,0.1792,0.0826,0.3259,0.3614,FCC
1,13.9646,4.58,0.0323,0.1773,0.0818,0.3262,0.3955,FCC
4,14.0696,4.491,0.0911,0.3343,0.084,0.6667,0.4739,IM
3,14.3809,4.5495,0.0913,0.3083,0.08,0.6073,0.5074,IM
2,13.9813,4.578,0.0872,0.293,0.0815,0.581,0.5367,IM
2,13.3046,4.5995,0.0962,0.314,0.0842,0.6354,0.4965,IM
1,12.6995,4.6245,0.0449,0.2419,0.0707,0.4519,0.5148,BCC+FCC
2,13.3809,4.565,0.1021,0.2931,0.0909,0.6482,0.5102,IM
2,13.5221,4.615,0.0832,0.2589,0.0778,0.5941,0.49,IM
3,14.3234,4.5705,0.1084,0.3567,0.1015,0.6113,0.4857,IM
3,14.3234,4.5745,0.0667,0.3353,0.0834,0.569,0.5585,IM
2,14.0984,4.508,0.0982,0.321,0.0882,0.6196,0.4973,IM
3,13.0871,4.7765,0.0327,0.1944,0.0624,0.3434,0.3517,FCC
3,12.47,4.694,0.0339,0.2044,0.0549,0.3471,0.3554,FCC
4,11.0757,4.949,0.0285,0.1826,0.0542,0.365,0.3696,FCC
1,13.3763,4.6595,0.0398,0.2466,0.0658,0.3953,0.3969,BCC+FCC
1,14.2397,4.737,0.048,0.2579,0.0752,0.4066,0.4314,BCC+FCC
2,11.7524,4.7175,0.0282,0.1417,0.0648,0.3171,0.3881,FCC
4,12.152,4.5,0.0253,0.1688,0.0792,0.1675,0.2289,FCC
3,12.6995,4.64,0.0309,0.1889,0.0607,0.2978,0.3394,FCC
1,13.9646,4.67,0.0353,0.1885,0.0791,0.3008,0.3849,FCC
4,12.6233,4.7425,0.0331,0.1725,0.091,0.291,0.3991,FCC
4,12.6233,4.56,0.0267,0.1605,0.0831,0.2857,0.4042,FCC
3,12.3696,4.6575,0.0284,0.1787,0.0628,0.305,0.3611,FCC
3,13.0175,4.79,0.0259,0.1528,0.0661,0.317,0.3742,FCC
2,14.6747,4.486,0.0985,0.3567,0.071,0.6118,0.3782,IM
4,14.4284,4.5145,0.107,0.3625,0.0837,0.6442,0.3854,IM
3,13.1634,4.6075,0.1252,0.2996,0.0878,0.6914,0.4062,IM
3,13.4459,4.5425,0.1125,0.3389,0.0816,0.712,0.4694,IM
3,11.0757,4.6675,0.03,0.1618,0.0625,0.3296,0.4151,FCC
3,13.9646,4.585,0.0997,0.3815,0.0878,0.6782,0.395,IM
3,13.6346,4.5735,0.0994,0.3689,0.0777,0.7049,0.404,IM
3,14.0696,4.5025,0.1008,0.3813,0.0935,0.5745,0.3676,IM
4,14.8159,4.5685,0.0987,0.3471,0.087,0.5815,0.3766,IM
2,14.6747,4.5995,0.109,0.3547,0.0978,0.5769,0.3788,IM
4,14.6747,4.561,0.0974,0.3402,0.085,0.6029,0.3942,IM
3,14.5697,4.592,0.1078,0.3494,0.0962,0.5957,0.3931,IM
3,14.2397,4.5845,0.1066,0.3436,0.0946,0.6137,0.4046,IM
3,14.2397,4.6195,0.1023,0.327,0.0875,0.6043,0.4044,IM
4,14.0221,4.587,0.0998,0.3175,0.0841,0.6044,0.4093,IM
3,14.3234,4.5625,0.0856,0.3623,0.0774,0.6486,0.4224,IM
2,14.3234,4.62,0.1113,0.2591,0.0827,0.5248,0.3467,IM
1,13.4171,4.684,0.0327,0.1951,0.0825,0.2896,0.3443,FCC
2,14.0984,4.58,0.1201,0.2966,0.0944,0.604,0.397,IM
2,14.0221,4.552,0.1004,0.3062,0.0799,0.6423,0.4193,IM
4,13.6225,4.5695,0.0989,0.3193,0.0833,0.6435,0.4172,IM
2,13.8401,4.563,0.1064,0.3092,0.0845,0.5889,0.394,IM
2,13.6225,4.598,0.0976,0.2999,0.0742,0.6251,0.4508,IM
2,14.4284,4.4675,0.0771,0.3343,0.0763,0.668,0.3953,IM
3,14.3234,4.4925,0.0894,0.3498,0.0795,0.6982,0.4491,IM
2,13.9646,4.4665,0.1086,0.3183,0.0886,0.6058,0.421,IM
3,13.3046,4.59,0.1155,0.2782,0.0851,0.6495,0.4219,IM
2,13.3763,4.6125,0.0989,0.2508,0.0693,0.5812,0.4394,IM
2,13.9813,4.565,0.1072,0.2473,0.0863,0.5766,0.4294,IM
2,13.4813,4.56,0.106,0.2889,0.0822,0.5927,0.4702,IM
3,13.9646,4.57,0.082,0.3646,0.0787,0.7176,0.4441,IM
4,13.9646,4.601,0.0914,0.3542,0.0802,0.6791,0.4362,IM
2,14.2109,4.5885,0.093,0.3619,0.0898,0.6303,0.3801,IM
3,14.6747,4.6145,0.097,0.3598,0.0934,0.5881,0.3611,IM
3,14.0984,4.578,0.0996,0.3468,0.0957,0.6205,0.3725,IM
2,14.2397,4.598,0.0927,0.3372,0.0903,0.6004,0.3664,IM
3,14.4284,4.597,0.0911,0.3815,0.0902,0.6288,0.4021,IM
2,14.6747,4.6005,0.0842,0.3563,0.0856,0.5903,0.3766,IM
3,14.5697,4.6095,0.0865,0.3525,0.0819,0.6399,0.4113,IM
4,14.2109,4.61,0.0966,0.3342,0.0882,0.5864,0.395,IM
4,13.6058,4.1765,0.0398,0.234,0.0598,0.4445,0.2536,BCC
4,13.3763,4.2405,0.0421,0.2189,0.0537,0.4042,0.2447,BCC
1,13.5938,4.5455,0.0445,0.2624,0.056,0.353,0.3123,BCC+FCC
4,12.8287,4.1055,0.0416,0.1295,0.045,0.6423,0.4834,BCC
3,13.0871,4.1375,0.0418,0.1296,0.046,0.5392,0.4297,BCC
4,12.6995,4.17,0.0392,0.1231,0.0446,0.5016,0.418,BCC
2,14.2109,4.49,0.1014,0.3997,0.0908,0.5903,0.3458,IM
3,14.5697,4.465,0.1028,0.4085,0.0853,0.6042,0.3451,IM
1,13.0175,4.6205,0.0472,0.2575,0.0644,0.3167,0.2534,BCC+FCC
3,14.5697,4.5345,0.1178,0.4157,0.096,0.5766,0.3119,IM
3,14.4284,4.576,0.1009,0.409,0.083,0.6266,0.378,IM
4,14.6747,4.5095,0.0886,0.4027,0.0873,0.5599,0.2853,IM
4,12.3408,4.1115,0.0444,0.3351,0.0569,0.6388,0.278,BCC
3,12.152,4.175,0.0424,0.3088,0.0548,0.5436,0.2519,BCC
3,13.0871,4.119,0.0413,0.3281,0.0488,0.4412,0.25,BCC
3,14.3234,4.465,0.0906,0.3664,0.0799,0.6011,0.385,IM
4,13.1587,4.209,0.0442,0.1129,0.0455,0.4706,0.2272,BCC
3,13.1587,4.374,0.0405,0.1186,0.0426,0.4764,0.2557,BCC
4,13.6225,4.137,0.0375,0.1325,0.0505,0.6313,0.2818,BCC
3,13.4813,4.151,0.042,0.1325,0.0511,0.6248,0.2745,BCC
3,13.4171,4.1625,0.0419,0.1316,0.05,0.6551,0.2804,BCC
3,13.5221,4.151,0.0421,0.1316,0.0499,0.6498,0.2767,BCC
4,13.9646,4.22,0.0443,0.1325,0.041,0.648,0.3052,BCC
4,12.6995,4.39,0.0373,0.1222,0.0495,0.511,0.2627,BCC
4,12.8287,4.1675,0.0411,0.1231,0.0488,0.5177,0.2439,BCC
3,12.4291,4.1505,0.0382,0.1315,0.05,0.7196,0.2698,BCC
4,13.4171,4.109,0.044,0.1113,0.0405,0.4777,0.2668,BCC
4,13.4813,4.169,0.043,0.1111,0.0348,0.4472,0.2772,BCC
4,14.2109,4.1515,0.0422,0.1111,0.0388,0.4395,0.2594,BCC
2,13.8809,4.1565,0.0354,0.1111,0.0363,0.4744,0.2816,BCC
4,13.0871,4.154,0.0425,0.1065,0.0421,0.392,0.2129,BCC
4,12.6995,4.1765,0.0348,0.1111,0.0322,0.4608,0.2833,BCC
2,13.5008,4.1515,0.0344,0.1093,0.0403,0.4311,0.245,BCC
3,13.7759,4.1565,0.0389,0.1093,0.0411,0.3972,0.2272,BCC
3,13.8809,4.214,0.0434,0.0975,0.0323,0.3786,0.2406,BCC
4,14.2397,4.1355,0.0439,0.1118,0.0425,0.446,0.2435,BCC
4,14.4284,4.1555,0.044,0.1118,0.0396,0.4303,0.2516,BCC
3,13.9646,4.1555,0.0374,0.1111,0.041,0.4367,0.2428,BCC
3,13.6346,4.2155,0.0436,0.1065,0.0308,0.4068,0.258,BCC
3,14.2397,4.1955,0.0395,0.1065,0.0362,0.4147,0.2463,BCC
3,12.6995,4.077,0.0402,0.0952,0.0427,0.4593,0.2412,BCC
3,13.1634,4.0895,0.0413,0.1019,0.0441,0.4402,0.229,BCC
2,12.9458,4.122,0.0352,0.1019,0.0388,0.4374,0.2417,BCC
2,13.1587,4.1145,0.0367,0.1019,0.0405,0.4237,0.2339,BCC
4,14.2397,4.1445,0.0424,0.1096,0.0396,0.4646,0.2618,BCC
2,14.3159,4.1645,0.0392,0.1118,0.0393,0.4714,0.2635,BCC
3,13.7759,4.152,0.0422,0.1118,0.0437,0.4172,0.2208,BCC
2,13.6346,4.126,0.0417,0.1019,0.0412,0.4776,0.2565,BCC
4,14.0696,4.161,0.043,0.1096,0.0406,0.4093,0.231,BCC
3,13.4813,4.1935,0.0399,0.1113,0.0328,0.4817,0.2766,BCC
4,14.2109,4.1885,0.0391,0.1118,0.0375,0.4578,0.255,BCC
3,13.6058,4.235,0.0468,0.1111,0.0304,0.4,0.2439,BCC
3,13.7759,4.2465,0.0462,0.1111,0.0289,0.426,0.2485,BCC
4,13.4171,4.2415,0.0416,0.1111,0.0286,0.4726,0.2692,BCC
4,12.8287,4.193,0.0436,0.1019,0.0367,0.4378,0.2317,BCC
