Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,,Pm.2,ΔS,ad-e/n.1,ad-HD,ad-G,δ-χ,δ-EWF,δ-HD,δ-G,,Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,,Pm.4,ΔS.1,EWF.1,ad-e/n.3,δ-VEC,δ-EWF.1,δ-G.2,δ-G/B,,Pm.5,Ω,e/a.1,EWF.2,G,ad-e/n.4,ad-G.1,δ-e/n.2,δ-ρ.1,
1,7.793,15.58,0.0442,0.1608,0.1174,BCC+FCC,1,13.3763,0.0442,49.2,21.63,0.0601,0.0641,0.8295,0.399,BCC+FCC,1,1.75,4.732,0.0442,0.1608,0.2809,0.1174,0.399,0.1259,BCC+FCC,1,13.3763,4.732,0.0442,0.3124,0.0641,0.399,0.2781,BCC+FCC,1,8.4059,1.75,4.732,59.65,0.0442,21.63,0.1608,0.2809,BCC+FCC
1,7.551,14.83,0.0463,0.1695,0.109,BCC+FCC,1,13.9934,0.0463,58.715,23.8105,0.061,0.0552,0.7335,0.4179,BCC+FCC,1,1.75,4.627,0.0463,0.1695,0.2809,0.109,0.4179,0.1545,BCC+FCC,1,13.9934,4.627,0.0463,0.3272,0.0552,0.4179,0.3167,BCC+FCC,1,656.8871,1.75,4.627,62.755,0.0463,23.8105,0.1695,0.2809,BCC+FCC
1,7.502,14.405,0.0589,0.1979,0.1028,BCC+FCC,1,12.6995,0.0589,45.96,28.78,0.0696,0.0487,0.8085,0.4975,BCC+FCC,1,1.5,4.6095,0.0589,0.1979,0.2858,0.1028,0.4975,0.2041,BCC+FCC,1,12.6995,4.6095,0.0589,0.3604,0.0487,0.4975,0.3965,BCC+FCC,1,15.2414,1.5,4.6095,64.2,0.0589,28.78,0.1979,0.2858,BCC+FCC
1,7.6975,14.57,0.0448,0.1621,0.106,BCC+FCC,1,13.9813,0.0448,58.675,24.5595,0.0636,0.0694,0.7943,0.404,BCC+FCC,1,1.9,4.792,0.0448,0.1621,0.2822,0.106,0.404,0.16,BCC+FCC,1,13.9813,4.792,0.0448,0.3152,0.0694,0.404,0.3266,BCC+FCC,1,3.5084,1.9,4.792,66.255,0.0448,24.5595,0.1621,0.2822,BCC+FCC
1,7.441,13.675,0.0516,0.1843,0.1034,BCC+FCC,1,14.5697,0.0516,57.175,29.355,0.0686,0.062,0.7643,0.4613,BCC+FCC,1,1.7,4.6695,0.0516,0.1843,0.2842,0.1034,0.4613,0.2121,BCC+FCC,1,14.5697,4.6695,0.0516,0.3454,0.062,0.4613,0.3921,BCC+FCC,1,6.8499,1.7,4.6695,69.155,0.0516,29.355,0.1843,0.2842,BCC+FCC
1,7.572,13.79,0.0494,0.1731,0.0993,BCC+FCC,1,13.8809,0.0494,64.775,27.8325,0.0685,0.0693,0.7851,0.4413,BCC+FCC,1,1.85,4.777,0.0494,0.1731,0.2845,0.0993,0.4413,0.2029,BCC+FCC,1,13.8809,4.777,0.0494,0.3292,0.0693,0.4413,0.3936,BCC+FCC,1,2.9193,1.85,4.777,69.125,0.0494,27.8325,0.1731,0.2845,BCC+FCC
1,7.4705,13.81,0.0463,0.1724,0.1011,BCC+FCC,1,14.8159,0.0463,68.78,28.05,0.066,0.0637,0.7349,0.4556,BCC+FCC,1,1.8,4.687,0.0463,0.1724,0.2828,0.1011,0.4556,0.2048,BCC+FCC,1,14.8159,4.687,0.0463,0.3309,0.0637,0.4556,0.3997,BCC+FCC,1,5.1433,1.8,4.687,67.16,0.0463,28.05,0.1724,0.2828,BCC+FCC
1,7.4375,13.7,0.0507,0.1824,0.1028,BCC+FCC,1,14.4284,0.0507,67.09,29.8765,0.0679,0.0598,0.7613,0.4823,BCC+FCC,1,1.7,4.662,0.0507,0.1824,0.2841,0.1028,0.4823,0.2194,BCC+FCC,1,14.4284,4.662,0.0507,0.3435,0.0598,0.4823,0.4221,BCC+FCC,1,7.5381,1.7,4.662,67.015,0.0507,29.8765,0.1824,0.2841,BCC+FCC
1,7.3125,12.555,0.0503,0.1782,0.0899,BCC+FCC,1,13.2638,0.0503,62.525,30.842,0.0703,0.0676,0.7359,0.4492,BCC+FCC,1,1.75,4.7045,0.0503,0.1782,0.2843,0.0899,0.4492,0.2457,BCC+FCC,1,13.2638,4.7045,0.0503,0.3386,0.0676,0.4492,0.4113,BCC+FCC,1,2.6204,1.75,4.7045,75.615,0.0503,30.842,0.1782,0.2843,BCC+FCC
1,7.4275,13.41,0.047,0.1702,0.0958,BCC+FCC,1,13.9934,0.047,80.08,30.4975,0.067,0.0631,0.7042,0.4946,BCC+FCC,1,1.8,4.697,0.047,0.1702,0.2835,0.0958,0.4946,0.231,BCC+FCC,1,13.9934,4.697,0.047,0.3284,0.0631,0.4946,0.4639,BCC+FCC,1,3.7321,1.8,4.697,66.325,0.047,30.4975,0.1702,0.2835,BCC+FCC
1,7.56,13.695,0.0457,0.1637,0.0925,BCC+FCC,1,13.2638,0.0457,86.66,29.18,0.067,0.0669,0.711,0.4877,BCC+FCC,1,1.9,4.7795,0.0457,0.1637,0.284,0.0925,0.4877,0.2179,BCC+FCC,1,13.2638,4.7795,0.0457,0.3184,0.0669,0.4877,0.4712,BCC+FCC,1,2.5014,1.9,4.7795,64.5,0.0457,29.18,0.1637,0.284,BCC+FCC
1,7.253,14.63,0.0497,0.1807,0.1088,BCC+FCC,1,14.5697,0.0497,52.16,26.5075,0.0692,0.0698,0.7798,0.4341,BCC+FCC,1,1.9,4.691,0.0497,0.1807,0.3254,0.1088,0.4341,0.1704,BCC+FCC,1,14.5697,4.691,0.0497,0.3647,0.0698,0.4341,0.3253,BCC+FCC,1,3.2246,1.9,4.691,67.175,0.0497,26.5075,0.1807,0.3254,BCC+FCC
1,7.2155,14.01,0.051,0.1804,0.1012,BCC+FCC,1,13.4813,0.051,47.36,26.2005,0.0718,0.0748,0.7689,0.4167,BCC+FCC,1,1.95,4.741,0.051,0.1804,0.3262,0.1012,0.4167,0.184,BCC+FCC,1,13.4813,4.741,0.051,0.3639,0.0748,0.4167,0.3268,BCC+FCC,1,1.988,1.95,4.741,72.415,0.051,26.2005,0.1804,0.3262,BCC+FCC
1,7.2655,14.97,0.0394,0.1592,0.105,BCC+FCC,1,13.8809,0.0394,68.295,23.8405,0.0625,0.0686,0.7222,0.4007,BCC+FCC,1,2.05,4.676,0.0394,0.1592,0.3221,0.105,0.4007,0.1438,BCC+FCC,1,13.8809,4.676,0.0394,0.3411,0.0686,0.4007,0.2927,BCC+FCC,1,3.002,2.05,4.676,63.445,0.0394,23.8405,0.1592,0.3221,BCC+FCC
1,7.2835,15.3,0.0466,0.1765,0.1111,BCC+FCC,1,14.0696,0.0466,74.52,23.4615,0.0651,0.0574,0.786,0.4647,BCC+FCC,1,1.85,4.626,0.0466,0.1765,0.3242,0.1111,0.4647,0.1662,BCC+FCC,1,14.0696,4.626,0.0466,0.3609,0.0574,0.4647,0.3701,BCC+FCC,1,7.4451,1.85,4.626,57.655,0.0466,23.4615,0.1765,0.3242,BCC+FCC
1,7.361,15.535,0.0421,0.1641,0.1117,BCC+FCC,1,13.5221,0.0421,85.15,20.207,0.0625,0.0613,0.7417,0.4431,BCC+FCC,1,1.95,4.6685,0.0421,0.1641,0.3236,0.1117,0.4431,0.1517,BCC+FCC,1,13.5221,4.6685,0.0421,0.3464,0.0613,0.4431,0.3747,BCC+FCC,1,4.6394,1.95,4.6685,53.605,0.0421,20.207,0.1641,0.3236,BCC+FCC
1,7.2375,14.56,0.0451,0.1686,0.1039,BCC+FCC,1,14.2397,0.0451,83.04,27.112,0.0669,0.0656,0.7308,0.4937,BCC+FCC,1,1.95,4.686,0.0451,0.1686,0.3246,0.1039,0.4937,0.1968,BCC+FCC,1,14.2397,4.686,0.0451,0.3515,0.0656,0.4937,0.4342,BCC+FCC,1,2.9576,1.95,4.686,60.41,0.0451,27.112,0.1686,0.3246,BCC+FCC
1,7.504,15.3,0.0413,0.1557,0.1032,BCC+FCC,1,12.3408,0.0413,95.945,22.7245,0.0647,0.0688,0.7465,0.4575,BCC+FCC,1,2.1,4.826,0.0413,0.1557,0.3248,0.1032,0.4575,0.1558,BCC+FCC,1,12.3408,4.826,0.0413,0.3339,0.0688,0.4575,0.4046,BCC+FCC,1,1.8457,2.1,4.826,54.965,0.0413,22.7245,0.1557,0.3248,BCC+FCC
1,7.1165,15.66,0.0497,0.1783,0.1148,BCC+FCC,1,12.6995,0.0497,42.1,24.124,0.0705,0.0777,0.7885,0.3988,BCC+FCC,1,2.1,4.745,0.0497,0.1783,0.3646,0.1148,0.3988,0.1149,BCC+FCC,1,12.6995,4.745,0.0497,0.3838,0.0777,0.3988,0.2257,BCC+FCC,1,1.7377,2.1,4.745,65.28,0.0497,24.124,0.1783,0.3646,BCC+FCC
1,6.929,15.325,0.0478,0.1825,0.1122,BCC+FCC,1,13.9646,0.0478,51.58,25.562,0.0692,0.0675,0.7542,0.4296,BCC+FCC,1,2,4.6225,0.0478,0.1825,0.3616,0.1122,0.4296,0.1412,BCC+FCC,1,13.9646,4.6225,0.0478,0.3924,0.0675,0.4296,0.271,BCC+FCC,1,2.9015,2,4.6225,64.88,0.0478,25.562,0.1825,0.3616,BCC+FCC
1,6.9445,14.95,0.0521,0.1876,0.1111,BCC+FCC,1,13.7759,0.0521,43.47,26.628,0.0726,0.0744,0.7639,0.4332,BCC+FCC,1,2,4.68,0.0521,0.1876,0.3638,0.1111,0.4332,0.1571,BCC+FCC,1,13.7759,4.68,0.0521,0.3972,0.0744,0.4332,0.2887,BCC+FCC,1,2.0817,2,4.68,68.41,0.0521,26.628,0.1876,0.3638,BCC+FCC
1,7.016,16.215,0.0491,0.1855,0.113,BCC+FCC,1,13.1708,0.0491,63.16,21.467,0.0669,0.0534,0.8285,0.438,BCC+FCC,1,1.9,4.5725,0.0491,0.1855,0.3625,0.113,0.438,0.1296,BCC+FCC,1,13.1708,4.5725,0.0491,0.3953,0.0534,0.438,0.2833,BCC+FCC,1,6.988,1.9,4.5725,55.79,0.0491,21.467,0.1855,0.3625,BCC+FCC
1,6.9755,15.255,0.0479,0.1794,0.1113,BCC+FCC,1,14.1821,0.0479,57.16,26.018,0.0701,0.0726,0.7996,0.4362,BCC+FCC,1,2.05,4.6725,0.0479,0.1794,0.3629,0.1113,0.4362,0.1518,BCC+FCC,1,14.1821,4.6725,0.0479,0.3878,0.0726,0.4362,0.297,BCC+FCC,1,2.2543,2.05,4.6725,64.62,0.0479,26.018,0.1794,0.3629,BCC+FCC
1,7.209,15.885,0.0494,0.1763,0.1157,BCC+FCC,1,13.0175,0.0494,69.15,24.713,0.0708,0.0752,0.9056,0.4447,BCC+FCC,1,2.1,4.7875,0.0494,0.1763,0.3657,0.1157,0.4447,0.1415,BCC+FCC,1,13.0175,4.7875,0.0494,0.3806,0.0752,0.4447,0.3158,BCC+FCC,1,1.6991,2.1,4.7875,59.03,0.0494,24.713,0.1763,0.3657,BCC+FCC
1,6.9305,15.05,0.0483,0.1777,0.109,BCC+FCC,1,14.3234,0.0483,79.9,27.56,0.0698,0.0668,0.7914,0.5062,BCC+FCC,1,2,4.65,0.0483,0.1777,0.3629,0.109,0.5062,0.1917,BCC+FCC,1,14.3234,4.65,0.0483,0.3869,0.0668,0.5062,0.4108,BCC+FCC,1,2.4873,2,4.65,59.85,0.0483,27.56,0.1777,0.3629,BCC+FCC
1,7.5995,13.93,0.0492,0.1908,0.112,BCC+FCC,1,13.8809,0.0492,70.32,25.069,0.0667,0.0484,0.7132,0.4802,BCC+FCC,1,1.65,4.6145,0.0492,0.1908,0.2554,0.112,0.4802,0.192,BCC+FCC,1,13.8809,4.6145,0.0492,0.3217,0.0484,0.4802,0.4246,BCC+FCC,1,42.5626,1.65,4.6145,59.83,0.0492,25.069,0.1908,0.2554,BCC+FCC
1,7.7165,14.59,0.0436,0.1756,0.1144,BCC+FCC,1,13.1708,0.0436,76.75,19.515,0.0614,0.051,0.6906,0.4267,BCC+FCC,1,1.75,4.6395,0.0436,0.1756,0.2533,0.1144,0.4267,0.1534,BCC+FCC,1,13.1708,4.6395,0.0436,0.3013,0.051,0.4267,0.3806,BCC+FCC,1,21.8526,1.75,4.6395,54.475,0.0436,19.515,0.1756,0.2533,BCC+FCC
1,7.2255,14.565,0.0496,0.1993,0.1149,BCC+FCC,1,13.6225,0.0496,84.42,19.065,0.0728,0.0606,0.6763,0.4803,BCC+FCC,1,1.95,4.6475,0.0496,0.1993,0.3172,0.1149,0.4803,0.1575,BCC+FCC,1,13.6225,4.6475,0.0496,0.3516,0.0606,0.4803,0.4341,BCC+FCC,1,2.1516,1.95,4.6475,49.97,0.0496,19.065,0.1993,0.3172,BCC+FCC
1,7.191,14.285,0.0527,0.2044,0.1148,BCC+FCC,1,13.9813,0.0527,86.3,21.54,0.0745,0.0606,0.6953,0.524,BCC+FCC,1,1.9,4.6475,0.0527,0.2044,0.3181,0.1148,0.524,0.1789,BCC+FCC,1,13.9813,4.6475,0.0527,0.3589,0.0606,0.524,0.4784,BCC+FCC,1,2.2106,1.9,4.6475,51.62,0.0527,21.54,0.2044,0.3181,BCC+FCC
1,7.01,14.9,0.0493,0.1946,0.1161,BCC+FCC,1,14.0696,0.0493,74.41,24.191,0.0702,0.0533,0.7487,0.4908,BCC+FCC,1,1.9,4.5775,0.0493,0.1946,0.3387,0.1161,0.4908,0.1737,BCC+FCC,1,14.0696,4.5775,0.0493,0.3784,0.0533,0.4908,0.3922,BCC+FCC,1,3.5848,1.9,4.5775,56.37,0.0493,24.191,0.1946,0.3387,BCC+FCC
1,6.693,15.1,0.0484,0.1878,0.115,BCC+FCC,1,13.7183,0.0484,80,25.066,0.0713,0.0588,0.7435,0.5149,BCC+FCC,1,2.05,4.5765,0.0484,0.1878,0.3738,0.115,0.5149,0.1787,BCC+FCC,1,13.7183,4.5765,0.0484,0.394,0.0588,0.5149,0.4107,BCC+FCC,1,2.0293,2.05,4.5765,55.12,0.0484,25.066,0.1878,0.3738,BCC+FCC
1,7.6225,13.445,0.0416,0.1686,0.1166,BCC+FCC,1,13.9646,0.0416,69.52,25.08,0.0604,0.0524,0.6174,0.4475,BCC+FCC,1,1.75,4.623,0.0416,0.1686,0.2383,0.1166,0.4475,0.195,BCC+FCC,1,13.9646,4.623,0.0416,0.2993,0.0524,0.4475,0.4206,BCC+FCC,1,30.4796,1.75,4.623,62.525,0.0416,25.08,0.1686,0.2383,BCC+FCC
1,7.1215,13.27,0.0449,0.174,0.1274,BCC+FCC,1,14.2397,0.0449,62.86,25.8255,0.064,0.0535,0.5948,0.4475,BCC+FCC,1,1.9,4.562,0.0449,0.174,0.2853,0.1274,0.4475,0.1917,BCC+FCC,1,14.2397,4.562,0.0449,0.3318,0.0535,0.4475,0.392,BCC+FCC,1,4.0174,1.9,4.562,63.805,0.0449,25.8255,0.174,0.2853,BCC+FCC
1,7.159,13.43,0.0471,0.176,0.1314,BCC+FCC,1,13.6225,0.0471,69.685,21.828,0.0663,0.0641,0.5571,0.4628,BCC+FCC,1,2,4.6195,0.0471,0.176,0.2929,0.1314,0.4628,0.1781,BCC+FCC,1,13.6225,4.6195,0.0471,0.33,0.0641,0.4628,0.4436,BCC+FCC,1,2.2902,2,4.6195,56.12,0.0471,21.828,0.176,0.2929,BCC+FCC
1,7.086,14.66,0.0454,0.1763,0.1251,BCC+FCC,1,13.9646,0.0454,75.57,23.5015,0.0655,0.0571,0.6869,0.468,BCC+FCC,1,1.95,4.5935,0.0454,0.1763,0.326,0.1251,0.468,0.1738,BCC+FCC,1,13.9646,4.5935,0.0454,0.3607,0.0571,0.468,0.3942,BCC+FCC,1,3.9149,1.95,4.5935,57.355,0.0454,23.5015,0.1763,0.326,BCC+FCC
1,7.036,14.295,0.0473,0.1744,0.1298,BCC+FCC,1,13.1634,0.0473,80.56,20.835,0.068,0.0661,0.6142,0.4915,BCC+FCC,1,2.05,4.6435,0.0473,0.1744,0.3314,0.1298,0.4915,0.1765,BCC+FCC,1,13.1634,4.6435,0.0473,0.3545,0.0661,0.4915,0.4609,BCC+FCC,1,1.9402,2.05,4.6435,53.03,0.0473,20.835,0.1744,0.3314,BCC+FCC
2,8.003,13.65,0.0225,0.1002,0.0949,FCC,2,11.0757,0.0225,77.845,22.24,0.0519,0.0606,0.5163,0.3783,FCC,2,1.95,4.6765,0.0225,0.1002,0.1669,0.0949,0.3783,0.1892,FCC,2,11.0757,4.6765,0.0225,0.1872,0.0606,0.3783,0.4319,FCC,2,9.376,1.95,4.6765,62.21,0.0225,22.24,0.1002,0.1669,FCC
1,7.726,15.01,0.0412,0.1526,0.1168,BCC+FCC,1,11.7524,0.0412,74.15,20.73,0.0598,0.0394,0.8784,0.3531,BCC+FCC,1,1.7,4.5355,0.0412,0.1526,0.229,0.1168,0.3531,0.1378,BCC+FCC,1,11.7524,4.5355,0.0412,0.2837,0.0394,0.3531,0.2704,BCC+FCC,1,3.6988,1.7,4.5355,63.72,0.0412,20.73,0.1526,0.229,BCC+FCC
1,7.6075,13.735,0.0404,0.1615,0.1124,BCC+FCC,1,14.0696,0.0404,83.6,26.715,0.0661,0.0532,0.7914,0.4365,BCC+FCC,1,1.7,4.588,0.0404,0.1615,0.2322,0.1124,0.4365,0.2156,BCC+FCC,1,14.0696,4.588,0.0404,0.294,0.0532,0.4365,0.4045,BCC+FCC,1,58.5529,1.7,4.588,67.635,0.0404,26.715,0.1615,0.2322,BCC+FCC
1,7.674,13.8,0.0478,0.1748,0.1146,BCC+FCC,1,13.7183,0.0478,94.7,28.934,0.0698,0.0558,0.8435,0.484,BCC+FCC,1,1.6,4.6205,0.0478,0.1748,0.236,0.1146,0.484,0.2336,BCC+FCC,1,13.7183,4.6205,0.0478,0.3093,0.0558,0.484,0.4565,BCC+FCC,1,40.8684,1.6,4.6205,65.52,0.0478,28.934,0.1748,0.236,BCC+FCC
1,7.513,13.525,0.0449,0.1679,0.1236,BCC+FCC,1,13.9934,0.0449,111.525,30.185,0.0736,0.0615,0.8415,0.4659,BCC+FCC,1,1.65,4.5855,0.0449,0.1679,0.2346,0.1236,0.4659,0.2558,BCC+FCC,1,13.9934,4.5855,0.0449,0.3026,0.0615,0.4659,0.4455,BCC+FCC,1,11.9493,1.65,4.5855,70.415,0.0449,30.185,0.1679,0.2346,BCC+FCC
1,7.2315,13.665,0.0484,0.1822,0.1123,BCC+FCC,1,14.0221,0.0484,83.61,30.575,0.0707,0.0513,0.9105,0.4715,BCC+FCC,1,1.65,4.552,0.0484,0.1822,0.2806,0.1123,0.4715,0.2341,BCC+FCC,1,14.0221,4.552,0.0484,0.3476,0.0513,0.4715,0.3992,BCC+FCC,1,18.6855,1.65,4.552,70.375,0.0484,30.575,0.1822,0.2806,BCC+FCC
1,7.215,15.25,0.0463,0.1716,0.1219,BCC+FCC,1,13.6225,0.0463,105.06,24.67,0.0723,0.065,0.8166,0.5156,BCC+FCC,1,1.9,4.6335,0.0463,0.1716,0.3249,0.1219,0.5156,0.2063,BCC+FCC,1,13.6225,4.6335,0.0463,0.3563,0.065,0.5156,0.4756,BCC+FCC,1,3.4054,1.9,4.6335,56.3,0.0463,24.67,0.1716,0.3249,BCC+FCC
1,6.6815,15.06,0.0454,0.1786,0.1173,BCC+FCC,1,13.9646,0.0454,81.96,28.74,0.0706,0.049,0.9695,0.4806,BCC+FCC,1,1.9,4.4975,0.0454,0.1786,0.3553,0.1173,0.4806,0.197,BCC+FCC,1,13.9646,4.4975,0.0454,0.3925,0.049,0.4806,0.3503,BCC+FCC,1,4.4496,1.9,4.4975,65.61,0.0454,28.74,0.1786,0.3553,BCC+FCC
1,6.817,15.685,0.0485,0.1852,0.1203,BCC+FCC,1,14.2109,0.0485,89.74,26.594,0.0728,0.0546,0.9817,0.4931,BCC+FCC,1,1.9,4.53,0.0485,0.1852,0.3599,0.1203,0.4931,0.1896,BCC+FCC,1,14.2109,4.53,0.0485,0.3987,0.0546,0.4931,0.3752,BCC+FCC,1,4.6923,1.9,4.53,60.195,0.0485,26.594,0.1852,0.3599,BCC+FCC
1,7.5595,14.35,0.0487,0.1804,0.0994,BCC+FCC,1,12.6995,0.0487,95.04,25.076,0.0716,0.0679,0.7376,0.4989,BCC+FCC,1,2,4.8285,0.0487,0.1804,0.3026,0.0994,0.4989,0.1794,BCC+FCC,1,12.6995,4.8285,0.0487,0.3298,0.0679,0.4989,0.468,BCC+FCC,1,1.5936,2,4.8285,56.32,0.0487,25.076,0.1804,0.3026,BCC+FCC
1,7.2645,14.935,0.0564,0.199,0.1149,BCC+FCC,1,13.4813,0.0564,63.86,26.7935,0.0767,0.0744,0.8867,0.4786,BCC+FCC,1,2,4.79,0.0564,0.199,0.3448,0.1149,0.4786,0.1691,BCC+FCC,1,13.4813,4.79,0.0564,0.3773,0.0744,0.4786,0.3784,BCC+FCC,1,1.494,2,4.79,60.385,0.0564,26.7935,0.199,0.3448,BCC+FCC
1,7.7355,13.425,0.0528,0.1864,0.1274,BCC+FCC,1,14.2397,0.0528,79.6,24.972,0.0685,0.0677,0.7081,0.4632,BCC+FCC,1,1.8,4.7605,0.0528,0.1864,0.2487,0.1274,0.4632,0.1905,BCC+FCC,1,14.2397,4.7605,0.0528,0.3154,0.0677,0.4632,0.4478,BCC+FCC,1,3.4529,1.8,4.7605,60.94,0.0528,24.972,0.1864,0.2487,BCC+FCC
1,7.6535,14.885,0.0503,0.1814,0.1312,BCC+FCC,1,13.7759,0.0503,84.385,20.485,0.0671,0.0649,0.8028,0.4668,BCC+FCC,1,1.8,4.742,0.0503,0.1814,0.289,0.1312,0.4668,0.1642,BCC+FCC,1,13.7759,4.742,0.0503,0.3361,0.0649,0.4668,0.417,BCC+FCC,1,4.0264,1.8,4.742,54.75,0.0503,20.485,0.1814,0.289,BCC+FCC
1,7.3335,14.745,0.0508,0.179,0.1187,BCC+FCC,1,13.0175,0.0508,90.12,24.537,0.0711,0.0727,0.7702,0.483,BCC+FCC,1,2.05,4.791,0.0508,0.179,0.3316,0.1187,0.483,0.1737,BCC+FCC,1,13.0175,4.791,0.0508,0.3586,0.0727,0.483,0.4291,BCC+FCC,1,1.6537,2.05,4.791,57.09,0.0508,24.537,0.179,0.3316,BCC+FCC
1,7.5815,16.03,0.0565,0.1883,0.1267,BCC+FCC,1,13.5221,0.0565,103.58,24.1455,0.0797,0.0649,1.2107,0.4596,BCC+FCC,1,1.6,4.602,0.0565,0.1883,0.2851,0.1267,0.4596,0.1874,BCC+FCC,1,13.5221,4.602,0.0565,0.3477,0.0649,0.4596,0.3751,BCC+FCC,1,11.1347,1.6,4.602,60.635,0.0565,24.1455,0.1883,0.2851,BCC+FCC
1,7.3815,14.255,0.0462,0.1652,0.1281,BCC+FCC,1,13.3763,0.0462,122.03,30.423,0.0776,0.0752,0.8274,0.5012,BCC+FCC,1,1.85,4.6745,0.0462,0.1652,0.2841,0.1281,0.5012,0.2505,BCC+FCC,1,13.3763,4.6745,0.0462,0.3228,0.0752,0.5012,0.4901,BCC+FCC,1,2.4235,1.85,4.6745,65.63,0.0462,30.423,0.1652,0.2841,BCC+FCC
1,7.3335,15.47,0.0549,0.1872,0.1277,BCC+FCC,1,14.2109,0.0549,83.62,26.8385,0.0773,0.0748,1.1092,0.4652,BCC+FCC,1,1.85,4.7035,0.0549,0.1872,0.3277,0.1277,0.4652,0.1857,BCC+FCC,1,14.2109,4.7035,0.0549,0.371,0.0748,0.4652,0.3726,BCC+FCC,1,2.7742,1.85,4.7035,63.235,0.0549,26.8385,0.1872,0.3277,BCC+FCC
1,7.4155,16.215,0.0523,0.1832,0.1275,BCC+FCC,1,13.6346,0.0523,103.45,20.44,0.0749,0.0677,1.0294,0.4785,BCC+FCC,1,1.8,4.671,0.0523,0.1832,0.327,0.1275,0.4785,0.173,BCC+FCC,1,13.6346,4.671,0.0523,0.366,0.0677,0.4785,0.4115,BCC+FCC,1,3.8429,1.8,4.671,53.8,0.0523,20.44,0.1832,0.327,BCC+FCC
1,6.992,14.365,0.0463,0.1741,0.1296,BCC+FCC,1,13.6346,0.0463,119.925,32.165,0.0773,0.0747,0.9483,0.5025,BCC+FCC,1,1.85,4.6135,0.0463,0.1741,0.3239,0.1296,0.5025,0.2534,BCC+FCC,1,13.6346,4.6135,0.0463,0.3606,0.0747,0.5025,0.4428,BCC+FCC,1,2.1677,1.85,4.6135,68.775,0.0463,32.165,0.1741,0.3239,BCC+FCC
1,7.59,13.565,0.0467,0.1881,0.0813,BCC+FCC,1,13.3763,0.0467,75.1,25.478,0.0724,0.0719,0.7004,0.4317,BCC+FCC,1,2.05,4.8135,0.0467,0.1881,0.2753,0.0813,0.4317,0.1671,BCC+FCC,1,13.3763,4.8135,0.0467,0.3068,0.0719,0.4317,0.384,BCC+FCC,1,1.4456,2.05,4.8135,62.42,0.0467,25.478,0.1881,0.2753,BCC+FCC
1,7.2345,13.875,0.0512,0.1939,0.0948,BCC+FCC,1,13.5221,0.0512,89.2,25.695,0.0759,0.0706,0.6693,0.524,BCC+FCC,1,2.05,4.7475,0.0512,0.1939,0.319,0.0948,0.524,0.1857,BCC+FCC,1,13.5221,4.7475,0.0512,0.3422,0.0706,0.524,0.4901,BCC+FCC,1,1.3341,2.05,4.7475,54.95,0.0512,25.695,0.1939,0.319,BCC+FCC
1,7.0075,14.195,0.047,0.1813,0.1,BCC+FCC,1,13.9646,0.047,65.54,26.422,0.072,0.0739,0.7219,0.4384,BCC+FCC,1,2.1,4.685,0.047,0.1813,0.3385,0.1,0.4384,0.1723,BCC+FCC,1,13.9646,4.685,0.047,0.3593,0.0739,0.4384,0.3412,BCC+FCC,1,1.5364,2.1,4.685,65.69,0.047,26.422,0.1813,0.3385,BCC+FCC
1,7.203,14.57,0.0514,0.1872,0.1017,BCC+FCC,1,13.0871,0.0514,84.27,27.321,0.075,0.0745,0.7925,0.4902,BCC+FCC,1,2.1,4.7925,0.0514,0.1872,0.3435,0.1017,0.4902,0.1806,BCC+FCC,1,13.0871,4.7925,0.0514,0.3639,0.0745,0.4902,0.4209,BCC+FCC,1,1.2873,2.1,4.7925,59.61,0.0514,27.321,0.1872,0.3435,BCC+FCC
1,6.7245,15.04,0.0449,0.1739,0.1075,BCC+FCC,1,13.1708,0.0449,77.9,25.636,0.0707,0.0691,0.7072,0.4745,BCC+FCC,1,2.2,4.6265,0.0449,0.1739,0.3734,0.1075,0.4745,0.1632,BCC+FCC,1,13.1708,4.6265,0.0449,0.3749,0.0691,0.4745,0.3684,BCC+FCC,1,1.3909,2.2,4.6265,57.06,0.0449,25.636,0.1739,0.3734,BCC+FCC
1,6.927,15.365,0.0509,0.1882,0.1102,BCC+FCC,1,13.1708,0.0509,87.08,25.142,0.0756,0.0766,0.8071,0.4878,BCC+FCC,1,2.2,4.749,0.0509,0.1882,0.3802,0.1102,0.4878,0.158,BCC+FCC,1,13.1708,4.749,0.0509,0.3898,0.0766,0.4878,0.3847,BCC+FCC,1,1.179,2.2,4.749,55.26,0.0509,25.142,0.1882,0.3802,BCC+FCC
1,6.721,15.065,0.044,0.1701,0.1071,BCC+FCC,1,12.6233,0.044,79.32,24.734,0.0699,0.0669,0.6798,0.4845,BCC+FCC,1,2.2,4.619,0.044,0.1701,0.3731,0.1071,0.4845,0.1657,BCC+FCC,1,12.6233,4.619,0.044,0.3701,0.0669,0.4845,0.3926,BCC+FCC,1,1.3638,2.2,4.619,54.92,0.044,24.734,0.1701,0.3731,BCC+FCC
