Al,Co,Cr,Cu,Fe,Ni,Mo,Ti,W,Nb,Ta,V,Mn,Hf,Zr,Phase,Pm,ΔH,ΔS,Ω,δ-r,VEC,n,e/n,Tm,ρ,r,χ,m,e/a,Ec,EWF,ABE,SHA,SLHF,α,HD,YM,B,G,υ,G/B,ad-VEC,ad-n,ad-e/n,ad-Tm,ad-ρ,ad-r,ad-χ,ad-m,ad-e/a,ad-Ec,ad-EWF,ad-ABE,ad-SHA,ad-SLHF,ad-α,ad-HD,ad-YM,ad-B,ad-G,ad-υ,ad-G/B,δ-VEC,δ-n,δ-e/n,δ-Tm,δ-ρ,δ-χ,δ-m,δ-e/a,δ-Ec,δ-EWF,δ-ABE,δ-SHA,δ-SLHF,δ-α,δ-HD,δ-YM,δ-B,δ-G,δ-υ,δ-G/B
7,20,20,0,22,19,0,0,0,0,0,0,12,0,0,IM,3,-7.1558,14.4082,3.5517,0.0434,7.71,25.15,0.302,1763.93,7.7179,127.2024,1.7722,54.1047,1.87,4.0709,4.6601,55.902,7.5485,2.2528,13.379,175,210.68,163.902,76.122,0.2969,0.4788,1.5138,2.197,0.036,188.7668,0.9732,4.1069,0.1209,4.6406,0.348,0.3715,0.3221,7.8456,1.1339,0.3828,3.5964,109.2,27.4688,23.2616,20.8579,0.0514,0.1377,0.2442,0.1433,0.1379,0.1709,0.1988,0.0735,0.1453,0.269,0.1222,0.0765,0.1817,0.2318,0.2112,0.3849,0.7993,0.2306,0.196,0.3525,0.2225,0.3674
7.5,13.3333333,13.3333333,0,13.3333333,45,0,7.5,0,0,0,0,0,0,0,IM,3,-13.5633,12.9187,1.6773,0.0562,8.0917,25.4917,0.3104,1761.0167,7.7375,127.6485,1.8117,54.2621,1.9417,4.3187,4.8299,58.7642,7.1735,2.3087,12.76,100.6083,197.15,167.655,72.8975,0.3131,0.4332,1.9597,2.7953,0.0481,153.9175,1.3873,5.1034,0.1115,5.6555,0.2511,0.2079,0.3334,7.0185,1.0991,0.4146,2.3893,53.8089,31.245,23.4992,22.6603,0.0419,0.1067,0.2907,0.1573,0.1838,0.1587,0.2422,0.0713,0.156,0.2331,0.0731,0.0718,0.1582,0.2486,0.2156,0.308,0.68,0.261,0.1939,0.3774,0.1845,0.3512
0,5,0,5,0,40,0,40,0,0,0,0,0,0,10,IM,3,-30.5044,10.4994,0.6322,0.0925,7,26.8,0.2612,1836.7,6.904,136.966,1.702,57.8704,1.95,4.735,4.6795,53.62,5.985,2.0265,11.505,80.15,150.15,148.205,48.945,0.3634,0.304,3,3.84,0.0958,141.7,2.002,12.004,0.204,8.0027,0.095,0.395,0.4085,10.192,1.2095,0.4588,2.185,31.255,45.765,34.0155,27.404,0.0492,0.1204,0.4309,0.1955,0.3782,0.0931,0.3015,0.1249,0.2139,0.1118,0.1255,0.0912,0.1917,0.2159,0.2394,0.2273,0.5959,0.3214,0.234,0.5859,0.1386,0.4063
0,10,0,10,0,30,0,30,0,0,0,0,0,0,20,IM,3,-29.4055,12.5108,0.7824,0.102,7,28.6,0.2529,1838.9,7.103,138.562,1.679,62.4607,1.9,4.825,4.619,52.59,5.725,1.933,11.26,97.8,142.3,146.31,44.64,0.3717,0.283,3,4.64,0.1039,176.9,1.799,13.228,0.223,11.7224,0.18,0.585,0.401,9.728,1.352,0.4036,2.82,51.92,47.96,33.452,23.668,0.0458,0.1116,0.4333,0.2196,0.4275,0.1181,0.2716,0.1398,0.2454,0.1579,0.1668,0.0941,0.1902,0.2575,0.2441,0.2966,0.6413,0.3699,0.2396,0.5972,0.13,0.4181
0,16.6666667,0,16.6666667,0,16.6666667,0,25,0,0,0,0,0,0,25,IM,3,-26.1633,13.2112,0.9222,0.1046,7,29.5,0.2487,1826.25,7.2008,139.515,1.6658,64.9681,1.8333,4.8283,4.5617,51.2917,5.4858,1.8308,11.3,113.8333,135.8333,144.0583,39.2083,0.3818,0.2575,3,5.25,0.1078,208.25,1.6958,13.685,0.2308,13.128,0.2778,0.7217,0.3717,8.7389,1.3894,0.3258,3.3,64.4722,45.7778,31.9278,17.7583,0.0379,0.0917,0.4364,0.2225,0.452,0.1394,0.2554,0.1457,0.2474,0.2033,0.1922,0.0904,0.183,0.2854,0.2215,0.3362,0.6429,0.3918,0.2441,0.5663,0.1107,0.3999
0,14.2857143,0,9.5238095,0,28.5714286,0,28.5714286,0,0,0,0,0,9.5238095,9.5238095,IM,3,-28.2245,13.8482,0.9183,0.0996,7.0952,31.5714,0.2525,1871.5238,7.8305,137.6829,1.6857,70.6038,1.9048,4.8224,4.6229,53.319,5.9533,1.971,11.4286,107.381,146.4286,149.2857,45.3619,0.3701,0.2867,2.9478,9.3061,0.107,209.4059,2.1546,12.9592,0.2245,24.4774,0.1723,0.5958,0.4141,9.698,1.2971,0.3595,2.751,62.2222,48.4898,34.3837,21.9909,0.0424,0.1035,0.4215,0.4433,0.4502,0.1497,0.332,0.1409,0.5226,0.1541,0.1711,0.098,0.185,0.2349,0.2172,0.2822,0.6638,0.3549,0.2387,0.5576,0.1234,0.3906
0,15,0,15,0,20,0,20,0,0,0,0,0,15,15,IM,3,-26.7694,14.816,1.0504,0.106,7,35.2,0.238,1897.8,8.3175,139.783,1.6515,80.141,1.85,4.9435,4.536,51.875,5.663,1.898,11.09,118.9,135.95,145.105,41.79,0.3751,0.274,3,12.48,0.1186,268.8,2.0693,14.077,0.2465,32.8296,0.255,0.8409,0.419,8.8375,1.3039,0.303,3.38,65.79,47.535,32.0265,18.217,0.0372,0.0902,0.4357,0.4648,0.526,0.1793,0.3241,0.1567,0.5408,0.193,0.203,0.102,0.1805,0.2595,0.2088,0.3445,0.6105,0.3963,0.2394,0.5422,0.1116,0.3735
0,16.6666667,0,16.6666667,0,16.6666667,0,16.6666667,0,0,0,0,0,16.6666667,16.6666667,IM,3,-26.2408,14.8968,1.0814,0.1078,7,36.3333,0.2345,1904.8333,8.4967,140.2733,1.6433,83.1255,1.8333,4.9767,4.5133,51.5667,5.5983,1.8733,11.0167,125.1667,133.5,144.55,40.5167,0.3773,0.2683,3,13.1111,0.1221,286.8333,1.9944,14.4433,0.2533,34.4877,0.2778,0.9122,0.42,8.5556,1.3144,0.2833,3.5833,66.8333,47.3333,31.6,16.4889,0.0349,0.0844,0.4364,0.4635,0.5467,0.187,0.3161,0.1609,0.5373,0.2033,0.2111,0.1025,0.1781,0.2675,0.2017,0.3619,0.5904,0.4081,0.2404,0.5262,0.1063,0.3648
0,18.699187,18.699187,18.699187,18.699187,18.699187,0,0,0,6.504065,0,0,0,0,0,IM,3,-0.4866,14.5112,54.6572,0.0357,8.5528,27.7236,0.3122,1832.8049,8.3668,126.4485,1.8207,60.0857,1.561,4.3631,4.7301,58.5984,7.3054,2.3173,12.0309,118.8943,199.2439,169.7463,71.2805,0.3161,0.427,1.6236,2.3078,0.0497,249.1553,0.6222,2.6455,0.0888,5.5634,0.4926,0.456,0.258,5.4963,1.2841,0.3373,2.8824,61.7864,38.1555,17.0309,24.443,0.054,0.1417,0.2232,0.1398,0.212,0.1908,0.0815,0.0585,0.1566,0.3179,0.2084,0.0597,0.1112,0.2313,0.1581,0.2972,0.6082,0.2612,0.1209,0.3818,0.2065,0.4071
0,18.0327869,18.0327869,18.0327869,18.0327869,18.0327869,0,0,0,9.8360656,0,0,0,0,0,IM,3,-2.2101,14.7375,12.4396,0.0424,8.4262,28.1967,0.3055,1865.4918,8.3744,127.0348,1.8128,61.2554,1.541,4.4774,4.7148,58.9049,7.2949,2.3231,11.8623,117.5082,195.8852,169.8623,70.2049,0.3188,0.4203,1.7028,2.8084,0.0561,287.4308,0.6055,3.397,0.097,7.0525,0.4966,0.6084,0.2598,5.5955,1.2498,0.3316,2.9621,60.5843,41.641,16.5494,24.7357,0.0549,0.1439,0.2359,0.1608,0.2421,0.2054,0.0801,0.0619,0.1806,0.3234,0.2396,0.0612,0.112,0.2276,0.1554,0.3051,0.6074,0.2757,0.1187,0.3889,0.2056,0.4144
0,17.3553719,17.3553719,17.3553719,17.3553719,17.3553719,0,0,0,13.2231405,0,0,0,0,0,IM,3,-3.8302,14.8588,7.3659,0.0476,8.2975,28.6777,0.2986,1898.719,8.3821,127.6307,1.8048,62.4444,1.5207,4.5936,4.6992,59.2165,7.2842,2.329,11.6909,116.0992,192.4711,169.9802,69.1116,0.3214,0.4136,1.7728,3.3707,0.0636,322.7669,0.5881,4.0969,0.1044,8.4384,0.4991,0.7872,0.2609,5.7098,1.214,0.3252,3.0672,59.2865,44.817,16.0504,24.945,0.0557,0.1456,0.2477,0.1768,0.2696,0.2169,0.0786,0.065,0.1987,0.3285,0.2625,0.0625,0.1125,0.2237,0.1526,0.3126,0.6063,0.2895,0.1164,0.3957,0.2044,0.4215
11.1111111,0,0,0,0,0,0,22.2222222,0,22.2222222,0,22.2222222,0,0,22.2222222,IM,3,-10.3515,13.1453,2.672,0.0666,4.3333,29.4444,0.1637,2104.1111,6.0133,144.9967,1.5344,65.8733,1.8889,5.7056,4.2489,51.8111,5.4967,1.8089,9.6444,97.4444,100.4444,132.9444,33,0.3862,0.2478,0.5926,9.8272,0.0468,332.7407,1.4089,7.2919,0.0909,23.2815,0.3951,1.0706,0.0884,11.1901,1.6341,0.4321,3.3481,42.716,21.1852,28.5383,11.1111,0.0246,0.0593,0.1538,0.3497,0.3056,0.2388,0.2998,0.0741,0.3703,0.2999,0.2239,0.0253,0.2278,0.3466,0.2642,0.5349,0.478,0.2364,0.2334,0.3591,0.0731,0.2762
0,22.2222222,22.2222222,0,22.2222222,22.2222222,0,0,0,0,0,11.1111111,0,0,0,IM,3,-6.7867,13.1453,3.6924,0.0176,7.8889,25.8889,0.3015,1906.3333,7.9733,125.4489,1.7989,55.764,1.7778,4.4144,4.7333,60.6889,8.0978,2.37,10.9444,139.6667,214,175.2111,76.5667,0.3082,0.4489,1.4815,1.4815,0.0416,183.1111,0.8015,1.3669,0.0993,2.7462,0.3457,0.2104,0.3037,3.5012,0.5664,0.3289,2.6963,55.2593,28.8889,14.879,22,0.0536,0.1393,0.2191,0.0668,0.1589,0.1029,0.1178,0.0606,0.0564,0.2339,0.0769,0.0666,0.0639,0.0755,0.1488,0.2739,0.489,0.1989,0.0919,0.3467,0.219,0.4005
0,21.2765957,21.2765957,0,21.2765957,21.2765957,0,0,0,0,0,14.893617,0,0,0,IM,3,-7.6467,13.3079,3.3382,0.0198,7.766,25.766,0.2979,1918.1064,7.8945,125.7106,1.7917,55.5588,1.7872,4.4526,4.7149,60.7277,8.0791,2.3589,10.8319,139.7234,210.3404,174.4404,75.4319,0.3103,0.4434,1.5754,1.5754,0.0444,190.3486,0.8345,1.7543,0.1042,2.8913,0.335,0.2554,0.3065,3.3852,0.5582,0.3243,2.7252,52.9561,29.4975,14.9018,22.5124,0.0539,0.1403,0.2304,0.0694,0.1674,0.1042,0.1257,0.0625,0.0581,0.229,0.085,0.068,0.0625,0.0749,0.1479,0.2753,0.4783,0.2145,0.0927,0.3517,0.2151,0.401
0,20,20,0,20,20,0,0,0,0,0,20,0,0,0,IM,3,-8.6457,13.381,2.9933,0.0221,7.6,25.6,0.2931,1934,7.788,126.064,1.782,55.2818,1.8,4.504,4.69,60.78,8.054,2.344,10.68,139.8,205.4,173.4,73.9,0.313,0.436,1.68,1.68,0.0475,198,0.9064,2.2144,0.1096,3.0502,0.32,0.3224,0.308,3.224,0.5448,0.3168,2.744,49.84,33.12,14.84,23,0.054,0.1408,0.244,0.0725,0.1774,0.1054,0.1348,0.0646,0.0599,0.2222,0.0932,0.0696,0.0607,0.0739,0.1465,0.2765,0.4635,0.2333,0.0935,0.3575,0.2097,0.4011
14,4,34,0,34,14,0,0,0,0,0,0,0,0,0,IM,3,-8.2386,11.7465,2.5667,0.0509,6.94,23.82,0.2853,1800.2,7.1028,127.1606,1.7546,51.0178,1.8,4.121,4.5802,54.97,7.522,2.3136,11.838,102.92,212.76,155.728,83.992,0.2758,0.5342,1.7424,3.0296,0.0392,265.608,1.2328,4.4826,0.1048,6.73,0.544,0.219,0.1931,6.0712,1.6783,0.4653,3.8597,44.0208,45.0432,21.3998,20.7454,0.0447,0.1263,0.3001,0.1918,0.1497,0.2188,0.2634,0.0622,0.1959,0.3685,0.077,0.0576,0.1682,0.3153,0.2539,0.4675,0.5317,0.3107,0.2085,0.3399,0.1928,0.2754
25,25,25,0,0,25,0,0,0,0,0,0,0,0,0,IM,3,-14.5619,11.5256,1.3077,0.0612,7,23,0.2928,1652.25,6.91,129.4425,1.765,49.151,2,4.08,4.7325,54.325,6.3875,2.1275,14.225,105.75,189.5,155.625,66.825,0.3138,0.435,2.5,5,0.0524,359.625,2.105,6.8637,0.13,11.0845,0.5,0.345,0.3425,10.3125,2.2987,0.6125,4.6875,73.625,59.75,38.1625,32.025,0.0568,0.15,0.3912,0.2591,0.1827,0.2732,0.3656,0.0746,0.2665,0.3536,0.1027,0.0751,0.2309,0.4223,0.3255,0.4352,0.8435,0.3982,0.2979,0.5105,0.2236,0.4315
25,0,0,0,0,0,12.5,25,0,0,12.5,0,0,0,25,IM,3,-21.5599,12.9664,1.2171,0.0543,4.125,33.125,0.1546,2023.75,6.7912,147.3,1.5775,76.1308,2.125,5.4875,4.2713,48.0125,4.9138,1.6775,11.35,97.5,127.875,133.9875,42.125,0.3696,0.2888,0.6875,15.625,0.0517,586.75,3.3319,6.475,0.1619,38.7063,0.4375,1.3675,0.1159,11.4188,2.0488,0.4713,6.125,60,64.8125,47.0813,27.1375,0.0424,0.1038,0.2247,0.5669,0.3731,0.3819,0.6455,0.1541,0.6276,0.2821,0.2836,0.0382,0.2878,0.5121,0.3615,0.6437,0.7207,0.6658,0.4415,0.8154,0.1197,0.3776
0,0,20,0,0,0,0,20,0,20,0,20,0,0,20,IM,3,-4.2687,13.381,7.0104,0.0866,4.8,30,0.1742,2236.4,6.58,141.162,1.552,66.987,1.6,5.616,4.296,54.22,6.492,2.096,7.56,104.2,139.2,143.58,49.68,0.356,0.33,0.64,8.4,0.0506,205.44,1.044,10.3256,0.0936,20.0624,0.48,1.0352,0.0984,8.376,1.5256,0.4728,1.352,33.04,55.92,23.464,26.016,0.0584,0.156,0.1559,0.2867,0.3236,0.1214,0.2029,0.076,0.3064,0.3062,0.2137,0.0335,0.1736,0.2602,0.2611,0.2094,0.3377,0.5225,0.1712,0.69,0.2132,0.6103
71.4285714,9.5238095,9.5238095,0,0,9.5238095,0,0,0,0,0,0,0,0,0,IM,3,-13.221,7.5836,0.6923,0.0599,4.5238,16.8095,0.2544,1207,4.3038,137.9405,1.669,35.4273,2.619,3.6529,4.4524,41.5571,3.5414,1.479,20.0286,49.5714,115.5238,108.3762,43.5333,0.3275,0.3948,2.1769,5.4422,0.0346,391.4286,2.2912,7.4707,0.0861,12.0648,0.5442,0.3755,0.2463,11.2245,2.502,0.5701,5.102,49.3878,65.034,41.5374,21.073,0.0269,0.0725,0.5692,0.3624,0.1756,0.3702,0.5974,0.0664,0.38,0.2493,0.1159,0.0697,0.3046,0.7864,0.4492,0.2968,1.4226,0.6441,0.432,0.6404,0.1362,0.3041
3,31.3333333,31.3333333,0,0,31.3333333,0,3,0,0,0,0,0,0,0,IM,3,-8.6767,10.8185,2.325,0.0374,8.0433,25.8033,0.307,1864.7,8.0305,126.0543,1.8022,55.3937,1.7167,4.2986,4.8486,59.865,7.6554,2.4097,11.448,130.09,221.1533,176.0587,76.1797,0.3102,0.4464,1.8257,2.1265,0.0478,202.166,1.0584,2.2327,0.1164,4.2855,0.4491,0.179,0.2837,5.6839,0.7452,0.414,3.3636,77.0236,36.2506,19.9171,28.4135,0.0667,0.1738,0.2501,0.1119,0.1682,0.1379,0.1714,0.0681,0.1096,0.2988,0.0546,0.0624,0.1171,0.1634,0.1936,0.3485,0.6481,0.2146,0.1473,0.4206,0.2552,0.4725
13,0,0,0,36,18,0,0,0,0,0,0,33,0,0,IM,3,-9.1652,10.8708,1.8806,0.0534,7.38,24.34,0.2975,1585.56,7.2567,130.2715,1.7234,52.3061,2.13,3.7443,4.4564,49.771,6.9167,2.0466,16.871,232.65,186.4,144.415,73.852,0.282,0.5134,1.3896,2.9484,0.0288,213.5952,1.1847,6.4744,0.1439,6.5843,0.2262,0.6362,0.2811,11.9473,1.5156,0.2953,4.9367,176.451,30.264,30.4038,11.6095,0.0277,0.077,0.2681,0.1849,0.1238,0.177,0.2521,0.086,0.1888,0.1579,0.1753,0.0819,0.2463,0.317,0.2099,0.2972,0.8297,0.2433,0.2352,0.2352,0.1161,0.1751
12.5,0,0,0,34.6153846,17.3076923,0,3.8461538,0,0,0,0,31.7307692,0,0,IM,3,-11.0743,11.8082,1.7052,0.0571,7.25,24.25,0.293,1599.2308,7.1507,130.8822,1.7163,52.1354,2.125,3.7868,4.4515,49.5567,6.8518,2.031,16.6144,226.0096,183.6923,143.3183,71.9077,0.2868,0.5013,1.4712,2.9856,0.0324,217.4734,1.3166,6.8596,0.1457,6.6167,0.2187,0.6493,0.2753,11.7103,1.5246,0.3002,4.9738,173.8785,33.6302,30.3733,14.416,0.0297,0.0816,0.2823,0.183,0.1447,0.1773,0.2616,0.0871,0.1864,0.1556,0.179,0.0806,0.2435,0.3174,0.2109,0.3058,0.8503,0.2531,0.2355,0.2727,0.1394,0.213
15,0,0,0,30,20,0,0,0,0,0,0,35,0,0,IM,3,-10.6507,11.0999,1.6263,0.0541,7.3,24.1,0.2964,1560.5,7.1655,130.8795,1.715,51.7677,2.15,3.7025,4.457,48.985,6.6995,2.029,17.335,235.25,183.1,142.165,72.77,0.2822,0.513,1.5,3.33,0.0311,217.3,1.3397,6.5715,0.147,7.4357,0.255,0.6415,0.303,12.275,1.5145,0.319,4.935,185.325,33.93,31.575,13.071,0.0295,0.0819,0.2877,0.1985,0.1313,0.1858,0.2715,0.088,0.2028,0.1661,0.1787,0.0857,0.2562,0.336,0.2248,0.2885,0.8479,0.2612,0.2481,0.253,0.1212,0.183
14,0,0,0,33,19,0,0,0,0,0,0,34,0,0,IM,3,-9.9033,11.0031,1.7477,0.0538,7.34,24.22,0.2969,1573.03,7.2111,130.5755,1.7192,52.0369,2.14,3.7234,4.4567,49.378,6.8081,2.0378,17.103,233.95,184.75,143.29,73.311,0.2821,0.5132,1.4464,3.1416,0.03,215.9488,1.2631,6.5351,0.1456,7.0154,0.2408,0.6397,0.292,12.1269,1.5194,0.3075,4.9451,180.914,32.13,31.0344,12.3511,0.0286,0.0794,0.278,0.1919,0.1276,0.1816,0.2619,0.087,0.1959,0.1621,0.1771,0.0838,0.2514,0.3268,0.2174,0.2931,0.839,0.2524,0.2418,0.2442,0.1187,0.1791
14,0,0,0,29,19,0,0,0,0,0,0,38,0,0,IM,3,-10.2729,10.9534,1.6648,0.0531,7.3,24.18,0.2958,1561.35,7.1947,131.0107,1.708,52.0006,2.14,3.669,4.4407,48.55,6.7197,2.0298,17.499,247.95,184.23,141.582,73.171,0.2801,0.5188,1.432,3.1304,0.0302,208.124,1.2585,6.4365,0.1475,7.0052,0.2408,0.6474,0.3039,12.176,1.4409,0.3038,4.901,191.558,31.9844,30.8013,12.3119,0.0305,0.0845,0.2791,0.1917,0.1284,0.1804,0.262,0.0886,0.1958,0.1621,0.1819,0.0856,0.2565,0.3252,0.2179,0.2839,0.8154,0.2519,0.2437,0.244,0.1229,0.1822
13,0,0,0,31,18,0,0,0,0,0,0,38,0,0,IM,3,-9.5976,10.8467,1.7754,0.0526,7.33,24.29,0.2961,1570.96,7.2362,130.8155,1.7094,52.2608,2.13,3.6763,4.4364,48.736,6.8062,2.0366,17.366,250.15,185.75,142.28,73.677,0.2795,0.5204,1.3766,2.9354,0.0292,205.3592,1.1794,6.3924,0.147,6.5725,0.2262,0.6492,0.2963,12.0687,1.4305,0.2917,4.9147,189.886,30.095,30.2676,11.564,0.03,0.0833,0.2695,0.1848,0.1248,0.1758,0.2521,0.0881,0.1887,0.1579,0.1817,0.0841,0.2531,0.3156,0.2104,0.2866,0.8014,0.2427,0.2379,0.2349,0.1213,0.1791
11,0,0,0,34,16,0,0,0,0,0,0,39,0,0,IM,3,-8.3147,10.559,2.0157,0.0514,7.38,24.5,0.2963,1587.26,7.3151,130.5339,1.7094,52.772,2.11,3.6773,4.4238,48.901,6.9571,2.0482,17.199,258.05,188.66,143.249,74.654,0.2778,0.525,1.26,2.53,0.0272,197.18,1.0153,6.2635,0.1462,5.6738,0.1958,0.6539,0.2842,11.847,1.3841,0.2662,4.919,188.721,26.1052,29.083,9.9999,0.0295,0.0819,0.2497,0.1701,0.1174,0.1656,0.2315,0.0875,0.1735,0.1483,0.1823,0.0814,0.2474,0.2949,0.195,0.2893,0.7679,0.2232,0.2263,0.2157,0.1189,0.1731
0,20,20,0,34,6,0,0,0,0,0,0,20,0,0,IM,3,-2.4952,12.4815,9.0681,0.033,7.72,25.72,0.2987,1812.82,7.9138,126.6782,1.7548,55.6823,1.8,4.0036,4.559,55.164,8.0726,2.2592,13.15,223.5,220.94,164.316,79.282,0.2878,0.5036,0.976,0.976,0.027,146.872,0.49,3.3287,0.1198,1.7722,0.32,0.4334,0.2473,7.0112,0.7476,0.2892,3.698,122.4,23.224,18.1328,16.0656,0.0503,0.1371,0.1511,0.0454,0.1067,0.1171,0.0774,0.0736,0.0421,0.2222,0.1377,0.0707,0.1658,0.1053,0.1539,0.3801,0.6692,0.1333,0.1497,0.2967,0.2313,0.3509
0,12.5,12.5,0,50,0,0,0,0,0,0,0,25,0,0,IM,3,-1.0344,10.085,17.3421,0.0362,7.625,25.625,0.2968,1778.75,7.8113,127.0613,1.745,55.5231,1.875,3.9312,4.4625,53.6625,8.1475,2.1888,13.825,242.875,216,159.2125,79.6125,0.2819,0.5175,0.7188,0.7188,0.0201,132.5625,0.3259,3.9694,0.1188,1.1743,0.2188,0.5056,0.1812,7.8312,0.8206,0.1728,3.9375,131.0938,15.75,17.6062,10.6094,0.0389,0.1069,0.1124,0.0334,0.0805,0.1089,0.0589,0.0732,0.0319,0.1764,0.1497,0.0592,0.1736,0.1133,0.1274,0.3604,0.6349,0.113,0.1462,0.2339,0.1947,0.2818
20,0,20,0,0,0,0,20,0,20,0,20,0,0,0,IM,3,-14.1106,13.381,1.8941,0.0589,4.6,24.6,0.2004,1997.4,5.818,137.746,1.608,54.1386,1.8,5.044,4.342,52.3,6.062,2.038,11.12,77.2,139.6,136.92,51.6,0.3396,0.37,0.88,6.56,0.0388,448.32,1.7744,7.5928,0.0304,15.507,0.64,1.1168,0.0632,10.68,2.0416,0.5424,4.992,31.76,55.76,31.456,25.16,0.0533,0.14,0.2217,0.3695,0.225,0.2979,0.3528,0.0247,0.3957,0.4157,0.282,0.0186,0.2305,0.3969,0.3092,0.5735,0.5311,0.5182,0.2524,0.6352,0.2041,0.4995
18,28,0,0,0,0,0,18,0,18,0,18,0,0,0,IM,3,-24.0976,13.2282,1.0432,0.0625,5.58,25.38,0.2287,1900.3,6.4172,136.5156,1.6748,55.8667,2,5.0308,4.4978,55.042,6.1106,1.8618,12.756,124.12,133.94,150.442,37.142,0.3812,0.2594,1.9152,6.5304,0.0593,422.316,2.1354,8.1624,0.1149,15.0513,0.36,1.0146,0.2812,11.5862,1.8724,0.3613,4.4885,78.2496,42.0336,38.0462,7.8422,0.0254,0.0616,0.4025,0.3419,0.3253,0.2967,0.3704,0.0783,0.3649,0.3,0.2652,0.0697,0.2287,0.3642,0.2408,0.4405,0.7177,0.3754,0.2899,0.2422,0.0726,0.2601
3.6363636,27.2727273,18.1818182,0,18.1818182,27.2727273,0,5.4545455,0,0,0,0,0,0,0,IM,3,-9.4033,13.3673,2.5857,0.0462,8.0545,25.7636,0.308,1818.8909,7.9245,126.5535,1.8107,55.2794,1.8545,4.3196,4.7964,59.4,7.6558,2.2896,12.0782,134.1818,209.5091,173.1782,71.6782,0.3186,0.4216,1.5769,1.9802,0.0406,144.6334,1.0369,3.3463,0.0989,4.0606,0.3107,0.1619,0.304,5.4545,0.9071,0.384,2.4436,70.562,25.8116,20.4783,25.4278,0.0579,0.1488,0.2442,0.1168,0.1633,0.1301,0.1882,0.0645,0.1158,0.2393,0.0572,0.0656,0.1242,0.1873,0.1951,0.2931,0.5949,0.2181,0.1598,0.4061,0.2178,0.4336
10,0,0,0,0,0,0,30,0,20,16,4,0,0,20,IM,3,-8.3018,13.778,3.759,0.0492,4.3,36.7,0.1417,2264.92,7.5516,146.936,1.5142,84.874,1.9,6.0664,4.249,52.666,5.5596,1.816,9.412,87.14,111.28,136.712,35.102,0.3855,0.2494,0.56,14.656,0.048,522.0576,3.3324,5.3256,0.0782,36.4971,0.36,1.3256,0.0796,12.6192,1.5995,0.4312,3.3104,33.568,28.08,33.6144,14.4624,0.0271,0.0652,0.1489,0.5063,0.3727,0.2889,0.5771,0.0659,0.5638,0.2834,0.2502,0.0242,0.2536,0.3464,0.262,0.5336,0.471,0.3438,0.267,0.4887,0.0807,0.3006
0,20.8333333,20.8333333,0,20.8333333,20.8333333,0,16.6666667,0,0,0,0,0,0,0,IM,3,-13.6603,13.3508,1.8406,0.0624,7.5417,25.5417,0.2903,1883.2917,7.5875,128.2583,1.7733,54.9501,1.7917,4.3937,4.7112,57.8458,7.6654,2.2754,11.0958,126.25,206.625,167.2125,70.4667,0.3195,0.4208,1.8229,1.8229,0.053,142.8646,1.1948,5.9639,0.125,3.5919,0.3299,0.1714,0.3031,5.8177,0.9807,0.3872,2.3385,62.7083,32.9688,20.6146,28.25,0.0644,0.1656,0.276,0.0815,0.2089,0.0885,0.2012,0.0771,0.0741,0.2267,0.0538,0.0672,0.1237,0.1605,0.1912,0.2512,0.574,0.2407,0.1617,0.4537,0.2321,0.4639
0,0,25,0,25,0,0,0,25,0,0,25,0,0,0,IM,3,-4.3121,11.5256,6.5946,0.0398,6.25,36.75,0.214,2467.25,10.15,129.3325,1.87,85.6557,1.75,5.6475,4.4625,66.075,9.6275,2.7225,7.7,172.75,257.25,197.7,100.725,0.2845,0.51,0.875,18.625,0.0666,613.875,4.63,4.8175,0.245,49.0921,0.375,1.6262,0.0812,11.5625,1.8762,0.5775,2.35,68.625,87.75,55,35.025,0.0385,0.105,0.1744,0.5859,0.3898,0.2938,0.5303,0.1567,0.6621,0.2474,0.3424,0.0215,0.2053,0.2298,0.2387,0.3536,0.4774,0.4028,0.3217,0.3943,0.1818,0.2783
21,0,0,0,28,18,0,0,0,0,0,0,33,0,0,IM,3,-12.6938,11.2961,1.3485,0.057,6.98,23.3,0.2913,1515.32,6.8423,131.7955,1.7058,49.9971,2.21,3.6731,4.4388,47.771,6.3519,1.9586,17.815,221.85,175.12,137.423,69.668,0.2857,0.5038,1.6716,4.326,0.0329,244.5744,1.7398,6.8923,0.1431,9.6663,0.3318,0.6159,0.2903,12.3587,1.916,0.369,4.9938,183.579,44.1504,33.2708,16.9966,0.0301,0.0833,0.3286,0.2321,0.1401,0.2127,0.3203,0.0865,0.2387,0.1843,0.175,0.0829,0.2653,0.3949,0.2553,0.2852,0.9059,0.3109,0.2727,0.3007,0.1255,0.1944
18.1818182,0,27.2727273,0,0,0,0,18.1818182,0,18.1818182,0,18.1818182,0,0,0,IM,3,-13.3044,13.2541,2.0064,0.0628,4.7273,24.5455,0.2049,2014,5.9427,136.5791,1.6127,53.9438,1.7273,4.9582,4.3564,52.5273,6.2945,2.1145,10.6727,78.3636,152.2727,138.9545,57.3182,0.3278,0.4018,0.8926,5.9835,0.0386,419.6364,1.7038,8.1755,0.0321,14.1681,0.6612,1.0777,0.0783,9.8744,2.0251,0.5504,4.7008,29.719,69.124,30.076,31.1901,0.0643,0.1736,0.2226,0.3532,0.2211,0.2829,0.3359,0.0252,0.3788,0.434,0.2789,0.0205,0.2192,0.3827,0.3063,0.5849,0.5011,0.5239,0.2416,0.6299,0.2314,0.505
