Pm.1,ρ,α,ad-e/n,δ-e/n,δ-Ec,
1,7.707,15.82,0.0306,0.1202,0.1769,FCC
1,7.851,14.98,0.0328,0.1272,0.1595,FCC
1,7.7275,15.325,0.0298,0.1188,0.168,FCC
1,7.748,14.83,0.0288,0.1172,0.1573,FCC
1,7.82,14.41,0.0293,0.1207,0.1455,FCC
1,7.6965,14.755,0.0269,0.1107,0.1561,FCC
1,7.652,16.035,0.0324,0.1273,0.1829,FCC
1,7.724,15.615,0.0351,0.1328,0.1774,FCC
1,7.7135,14.55,0.0315,0.1242,0.1566,FCC
1,7.734,14.055,0.0306,0.1229,0.1441,FCC
1,7.5865,15.185,0.0306,0.1241,0.1732,FCC
1,7.552,14.905,0.031,0.1283,0.172,FCC
1,7.841,16.275,0.0316,0.1199,0.1802,FCC
1,7.985,15.435,0.0336,0.1224,0.1617,FCC
1,7.8615,15.78,0.03,0.1177,0.1708,FCC
1,7.9335,15.36,0.0315,0.1193,0.1607,FCC
1,7.954,14.865,0.0303,0.1165,0.1474,FCC
4,7.8305,15.21,0.0265,0.1106,0.1586,FCC
4,7.779,15.135,0.0248,0.1048,0.1575,FCC
4,8.0155,13.38,0.0265,0.1072,0.0883,FCC
1,7.683,16.34,0.0297,0.1165,0.1836,FCC
1,7.7755,15.425,0.031,0.1205,0.1688,FCC
1,7.8475,15.005,0.0318,0.1238,0.1591,FCC
1,7.6485,16.06,0.0309,0.1223,0.1823,FCC
1,7.741,15.145,0.0333,0.1273,0.168,FCC
1,7.8785,15.31,0.0275,0.1118,0.1593,FCC
1,7.827,15.235,0.0257,0.1064,0.1582,FCC
1,7.899,14.815,0.0264,0.1093,0.1462,FCC
2,8.012,13.405,0.0252,0.1043,0.0881,FCC
1,7.7515,15.945,0.0306,0.1176,0.1774,FCC
1,7.8235,15.525,0.0321,0.122,0.1696,FCC
1,7.7925,14.955,0.0289,0.1146,0.1576,FCC
1,7.978,15.485,0.0312,0.1167,0.1609,FCC
2,8.0085,13.43,0.0239,0.1012,0.0878,FCC
4,7.8365,12.72,0.0259,0.111,0.0869,FCC
4,8.0565,13.53,0.0245,0.1015,0.0881,FCC
4,8.005,13.455,0.0226,0.0978,0.0875,FCC
2,8.1045,13.63,0.0248,0.1015,0.0884,FCC
4,8.053,13.555,0.0233,0.0983,0.0878,FCC
4,8.0015,13.48,0.0213,0.0941,0.0873,FCC
1,7.4585,16.07,0.0308,0.1269,0.1704,FCC
1,7.5945,12.495,0.048,0.1689,0.1003,BCC+FCC
1,7.414,17.085,0.0305,0.1246,0.1841,FCC
1,7.5785,15.75,0.0329,0.1319,0.1627,FCC
1,7.2935,16.45,0.0289,0.1258,0.1792,FCC
1,7.677,12.875,0.0461,0.1632,0.1008,BCC+FCC
1,7.5535,13.22,0.043,0.1577,0.1196,BCC+FCC
1,7.5395,12.445,0.0447,0.1621,0.0991,BCC+FCC
1,7.575,15.775,0.032,0.1284,0.1622,FCC
1,7.448,16.41,0.0332,0.1316,0.1777,FCC
1,7.3965,16.335,0.0305,0.1243,0.1761,FCC
1,7.708,13.18,0.0417,0.1538,0.1004,BCC+FCC
1,7.551,16.295,0.0321,0.1261,0.1717,FCC
1,7.584,12.57,0.0447,0.1602,0.0992,BCC+FCC
1,7.6425,13.47,0.0432,0.1537,0.12,BCC+FCC
1,7.5565,13.115,0.0429,0.1542,0.1187,BCC+FCC
1,7.367,14.345,0.0424,0.1592,0.1268,BCC+FCC
1,7.439,13.925,0.0428,0.1606,0.109,BCC+FCC
1,7.3495,13.86,0.0498,0.1747,0.127,BCC+FCC
1,7.2465,13.71,0.0448,0.1661,0.1249,BCC+FCC
1,7.1915,13.925,0.0457,0.1713,0.1389,BCC+FCC
1,7.2635,13.505,0.0489,0.1757,0.1255,BCC+FCC
1,7.3355,13.085,0.0513,0.1788,0.1085,BCC+FCC
1,7.2495,12.73,0.0502,0.1794,0.1072,BCC+FCC
1,7.5215,14.305,0.041,0.1536,0.1095,BCC+FCC
1,7.4355,13.95,0.0419,0.1581,0.1087,BCC+FCC
1,7.432,14.24,0.0485,0.1695,0.128,BCC+FCC
1,7.346,13.885,0.0486,0.1718,0.1266,BCC+FCC
1,7.2635,13.24,0.0435,0.1617,0.1064,BCC+FCC
1,7.332,13.11,0.0501,0.1759,0.1081,BCC+FCC
1,7.549,14.9,0.0433,0.1561,0.129,BCC+FCC
1,7.463,14.545,0.0445,0.1606,0.1279,BCC+FCC
1,7.4835,14.05,0.0428,0.1587,0.1091,BCC+FCC
1,7.377,14.19,0.0452,0.1633,0.1266,BCC+FCC
1,7.3975,13.695,0.0443,0.1619,0.1082,BCC+FCC
1,7.346,13.62,0.0423,0.1578,0.1072,BCC+FCC
1,7.4145,13.49,0.0491,0.1714,0.1089,BCC+FCC
1,7.6175,14.505,0.0423,0.1537,0.1104,BCC+FCC
1,7.394,13.72,0.0433,0.1589,0.1078,BCC+FCC
1,7.253,13.58,0.045,0.165,0.1243,BCC+FCC
1,7.614,14.53,0.0414,0.1517,0.1101,BCC+FCC
1,7.5795,14.25,0.0448,0.1594,0.1101,BCC+FCC
1,7.442,13.82,0.0444,0.1599,0.1083,BCC+FCC
1,7.3355,13.96,0.045,0.1622,0.1255,BCC+FCC
1,7.4075,13.54,0.047,0.1657,0.1082,BCC+FCC
1,7.418,14.34,0.0442,0.1583,0.1265,BCC+FCC
1,7.49,13.92,0.0454,0.1608,0.1089,BCC+FCC
1,7.5725,14.3,0.043,0.1548,0.1094,BCC+FCC
1,7.521,14.225,0.0412,0.1515,0.1086,BCC+FCC
1,7.349,13.515,0.0426,0.1539,0.1064,BCC+FCC
1,7.655,14.68,0.0401,0.1476,0.1099,BCC+FCC
1,7.311,13.26,0.0429,0.1542,0.1057,BCC+FCC
1,7.163,14.72,0.0423,0.1621,0.1157,BCC+FCC
1,7.139,15.505,0.0492,0.1746,0.1472,BCC+FCC
1,7.18,14.515,0.0473,0.1716,0.1164,BCC+FCC
1,7.0255,14.29,0.0414,0.1594,0.1134,BCC+FCC
1,7.0595,13.88,0.0498,0.1787,0.1147,BCC+FCC
1,7.025,13.6,0.0511,0.1832,0.1143,BCC+FCC
1,7.2625,14.895,0.0449,0.1657,0.1172,BCC+FCC
1,7.211,14.82,0.0432,0.1628,0.1163,BCC+FCC
1,7.1935,14.335,0.0512,0.1783,0.1167,BCC+FCC
1,7.142,14.26,0.049,0.1748,0.1157,BCC+FCC
1,7.0905,14.185,0.0468,0.1707,0.1147,BCC+FCC
1,6.9875,14.035,0.0423,0.1603,0.1125,BCC+FCC
1,7.29,15.49,0.0476,0.168,0.1349,BCC+FCC
1,7.3105,14.995,0.046,0.166,0.1177,BCC+FCC
1,7.2075,14.845,0.0424,0.1602,0.1159,BCC+FCC
1,7.173,14.565,0.0454,0.1663,0.1157,BCC+FCC
1,7.118,14.78,0.0483,0.173,0.132,BCC+FCC
1,7.0355,14.135,0.0435,0.1622,0.1132,BCC+FCC
1,7.3585,15.095,0.0469,0.1662,0.1182,BCC+FCC
1,7.221,14.665,0.0465,0.1672,0.1163,BCC+FCC
1,7.118,14.515,0.0425,0.1589,0.1143,BCC+FCC
1,7.1865,14.385,0.0491,0.173,0.116,BCC+FCC
1,6.9425,14.095,0.0434,0.1658,0.1278,BCC+FCC
1,7.0145,13.675,0.0472,0.1724,0.113,BCC+FCC
1,6.9285,13.32,0.0446,0.1688,0.1111,BCC+FCC
1,7.252,14.97,0.0424,0.1583,0.1161,BCC+FCC
1,7.1145,14.54,0.0416,0.1553,0.1139,BCC+FCC
1,7.1315,14.335,0.0458,0.1655,0.1145,BCC+FCC
1,7.097,14.055,0.0475,0.1702,0.1141,BCC+FCC
1,7.042,14.005,0.0438,0.1603,0.1126,BCC+FCC
1,7.2965,15.095,0.0425,0.1563,0.1163,BCC+FCC
1,7.159,14.665,0.0416,0.1533,0.1141,BCC+FCC
1,7.176,14.46,0.0459,0.1636,0.1148,BCC+FCC
1,7.09,14.105,0.0451,0.1625,0.1133,BCC+FCC
1,7.004,13.75,0.0432,0.1592,0.1116,BCC+FCC
1,7.3445,15.195,0.0434,0.157,0.1169,BCC+FCC
1,6.6115,13.965,0.0437,0.1715,0.1158,BCC+FCC
1,6.5735,13.71,0.0418,0.168,0.1144,BCC+FCC
1,6.914,15.155,0.049,0.176,0.1219,BCC+FCC
1,6.7765,14.725,0.0459,0.1704,0.119,BCC+FCC
1,6.976,16.03,0.0485,0.173,0.1384,BCC+FCC
1,6.9965,15.535,0.0476,0.1716,0.123,BCC+FCC
1,6.962,15.255,0.0501,0.1771,0.1225,BCC+FCC
2,6.9105,15.18,0.0479,0.1729,0.1215,BCC+FCC
1,6.8725,14.925,0.0484,0.1741,0.1205,BCC+FCC
1,7.041,15.66,0.0477,0.1697,0.1232,BCC+FCC
1,6.955,15.305,0.048,0.1711,0.1217,BCC+FCC
1,6.7795,14.62,0.0441,0.163,0.1177,BCC+FCC
1,6.948,15.355,0.0459,0.1642,0.1209,BCC+FCC
1,6.638,15.95,0.0478,0.1755,0.1264,BCC+FCC
1,6.6825,16.075,0.0479,0.1737,0.1268,BCC+FCC
1,7.7115,13.07,0.0434,0.1982,0.1224,BCC+FCC
1,7.408,13.535,0.0478,0.2084,0.1328,BCC+FCC
1,7.5075,13.71,0.0501,0.2121,0.1327,BCC+FCC
1,7.456,13.635,0.0486,0.2092,0.1327,BCC+FCC
1,7.6415,14.165,0.0485,0.209,0.1318,BCC+FCC
1,7.59,14.09,0.0473,0.2071,0.1319,BCC+FCC
1,7.5385,14.015,0.046,0.2048,0.132,BCC+FCC
2,9.3185,9.925,0.0966,0.5281,0.2432,IM
3,9.201,10.26,0.0973,0.5145,0.2418,IM
4,9.049,10.315,0.0944,0.4979,0.239,IM
2,8.6615,10.925,0.0827,0.4313,0.2243,IM
2,9.1655,10.86,0.0977,0.4875,0.2409,IM
4,9.131,10.58,0.0954,0.4867,0.2427,IM
3,9.0135,10.915,0.0936,0.4699,0.2392,IM
2,8.979,10.635,0.0916,0.4695,0.2408,IM
2,8.8615,10.97,0.0887,0.4519,0.2337,IM
2,9.061,10.9,0.0935,0.4579,0.2434,IM
4,8.9435,11.235,0.0918,0.4398,0.2407,IM
4,8.826,11.57,0.0891,0.4203,0.2347,IM
3,8.674,11.625,0.0828,0.4007,0.226,IM
2,8.874,11.67,0.0902,0.422,0.2338,IM
3,8.8105,11.25,0.0926,0.4819,0.2538,IM
3,8.8585,11.35,0.0936,0.485,0.2529,IM
1,7.223,11.45,0.0449,0.1739,0.1086,BCC+FCC
1,7.2765,11.345,0.0429,0.1673,0.1024,BCC+FCC
1,7.197,11.915,0.0474,0.1906,0.0845,BCC+FCC
1,7.3275,12.395,0.0476,0.1921,0.0826,BCC+FCC
1,7.5375,12.305,0.0433,0.1707,0.0982,BCC+FCC
1,7.503,12.025,0.0455,0.1746,0.0996,BCC+FCC
1,6.6175,11.135,0.043,0.1862,0.1366,BCC+FCC
1,6.59,11.125,0.0431,0.1914,0.1305,BCC+FCC
1,6.9295,11.76,0.0458,0.1793,0.1229,BCC+FCC
1,6.99,11.925,0.0446,0.1774,0.0972,BCC+FCC
1,6.914,11.095,0.042,0.1734,0.1181,BCC+FCC
1,6.8965,11.955,0.0489,0.1935,0.1166,BCC+FCC
1,6.95,11.85,0.0472,0.1878,0.1088,BCC+FCC
1,6.881,11.29,0.045,0.1883,0.1106,BCC+FCC
1,7.05,11.37,0.0433,0.1718,0.1077,BCC+FCC
1,6.9275,10.915,0.0417,0.1772,0.1188,BCC+FCC
1,7.067,12.51,0.0482,0.1878,0.1068,BCC+FCC
1,7.167,12.03,0.0449,0.1722,0.1061,BCC+FCC
1,7.017,11.565,0.0463,0.1864,0.0986,BCC+FCC
1,6.948,11.005,0.0435,0.1868,0.0998,BCC+FCC
1,7.2375,13.065,0.0441,0.1774,0.0947,BCC+FCC
1,7.1615,12.235,0.0479,0.1816,0.1146,BCC+FCC
1,7.1685,12.505,0.0473,0.1839,0.0964,BCC+FCC
1,7.215,12.13,0.0461,0.1751,0.106,BCC+FCC
1,7.0995,11.945,0.0482,0.1883,0.098,BCC+FCC
1,7.156,12.44,0.0508,0.1906,0.1202,BCC+FCC
1,7.251,12.885,0.0469,0.183,0.0955,BCC+FCC
1,7.2095,12.335,0.049,0.1843,0.1143,BCC+FCC
1,7.282,11.845,0.046,0.1736,0.0947,BCC+FCC
1,6.8825,13.455,0.0455,0.1797,0.107,BCC+FCC
1,6.929,13.08,0.0443,0.1705,0.116,BCC+FCC
1,6.9305,13.555,0.0464,0.1822,0.107,BCC+FCC
1,7.025,13.28,0.0463,0.1759,0.1159,BCC+FCC
1,7.044,12.895,0.0453,0.1718,0.1047,BCC+FCC
1,7.161,13.555,0.0437,0.1677,0.104,BCC+FCC
1,7.0385,13.1,0.0483,0.1812,0.1166,BCC+FCC
1,6.6755,13.465,0.0429,0.166,0.1134,BCC+FCC
1,6.7525,14.05,0.0465,0.1768,0.1255,BCC+FCC
1,6.8405,14.225,0.0432,0.1671,0.1134,BCC+FCC
1,6.7715,13.665,0.0452,0.1725,0.1139,BCC+FCC
1,6.595,14.635,0.0474,0.1787,0.1226,BCC+FCC
1,6.8825,11.645,0.0457,0.1931,0.1062,BCC+FCC
1,6.848,11.365,0.0446,0.1927,0.1067,BCC+FCC
1,7.065,11.545,0.0431,0.1809,0.1025,BCC+FCC
1,7.1475,11.925,0.0441,0.1831,0.1023,BCC+FCC
1,7.23,12.305,0.0444,0.184,0.1019,BCC+FCC
1,7.106,11.96,0.0437,0.1875,0.1252,BCC+FCC
1,7.2435,12.125,0.0462,0.1889,0.1026,BCC+FCC
1,7.274,13.085,0.0505,0.2049,0.1042,BCC+FCC
1,7.4085,12.885,0.046,0.1876,0.1016,BCC+FCC
1,7.474,12.125,0.0447,0.176,0.0989,BCC+FCC
1,6.889,13.47,0.0428,0.1808,0.1319,BCC+FCC
1,6.8675,12.055,0.045,0.1918,0.1131,BCC+FCC
1,7.1675,13.57,0.0418,0.1717,0.1282,BCC+FCC
1,7.0985,13.01,0.0426,0.1761,0.1281,BCC+FCC
1,7.0155,11.675,0.0422,0.1799,0.1084,BCC+FCC
1,7.181,13.39,0.0435,0.177,0.1286,BCC+FCC
1,7.3185,13.555,0.0428,0.1726,0.1081,BCC+FCC
1,7.315,12.235,0.0433,0.1664,0.1033,BCC+FCC
1,6.661,13.02,0.0385,0.168,0.1325,BCC+FCC
1,6.8675,13.745,0.0416,0.17,0.1158,BCC+FCC
1,6.781,14.045,0.0468,0.1905,0.1208,BCC+FCC
1,6.95,14.125,0.0414,0.1699,0.1161,BCC+FCC
1,6.757,13.22,0.0413,0.177,0.1337,BCC+FCC
1,6.926,13.3,0.0388,0.1589,0.1274,BCC+FCC
1,7.0595,14.145,0.0457,0.18,0.1172,BCC+FCC
1,7.125,13.385,0.0439,0.1674,0.1117,BCC+FCC
1,7.0905,13.105,0.0441,0.17,0.1115,BCC+FCC
1,6.77,13.775,0.0424,0.167,0.1174,BCC+FCC
4,9.6975,10.13,0.0995,0.5031,0.2651,IM
2,8.8385,9.94,0.0895,0.4605,0.2523,IM
1,7.3425,12.245,0.0431,0.1611,0.1273,BCC+FCC
1,7.396,12.14,0.0417,0.1538,0.1143,BCC+FCC
1,7.022,12.915,0.0413,0.1581,0.135,BCC+FCC
1,7.07,13.015,0.0426,0.1616,0.1352,BCC+FCC
1,7.206,13.29,0.0421,0.1548,0.1222,BCC+FCC
3,7.915,11.31,0.0729,0.3753,0.1993,IM
4,9.168,11.14,0.0995,0.4844,0.2353,IM
1,7.736,13.365,0.0504,0.1844,0.0922,BCC+FCC
1,7.679,13.495,0.052,0.1906,0.1014,BCC+FCC
1,7.8185,13.745,0.0464,0.177,0.0909,BCC+FCC
1,7.7325,13.39,0.0497,0.1828,0.0921,BCC+FCC
1,7.5945,13.615,0.0538,0.2004,0.0936,BCC+FCC
1,7.815,13.77,0.0458,0.1756,0.0909,BCC+FCC
1,7.291,14.08,0.0585,0.2114,0.1071,BCC+FCC
1,7.4255,13.88,0.054,0.1932,0.105,BCC+FCC
1,7.2875,14.105,0.0576,0.2095,0.1071,BCC+FCC
1,7.508,14.26,0.0511,0.1871,0.1042,BCC+FCC
1,7.422,13.905,0.0532,0.1912,0.1049,BCC+FCC
1,7.8015,13.625,0.0475,0.1728,0.1375,BCC+FCC
1,7.7155,13.27,0.0475,0.1749,0.1368,BCC+FCC
1,7.759,13.565,0.0543,0.2065,0.1011,BCC+FCC
1,7.3055,11.655,0.0437,0.1842,0.1215,BCC+FCC
1,7.6835,14.01,0.0535,0.2049,0.1256,BCC+FCC
1,7.89,13.39,0.0488,0.1859,0.0988,BCC+FCC
1,7.6945,12.545,0.0466,0.1724,0.1179,BCC+FCC
1,7.6085,12.19,0.0451,0.171,0.1172,BCC+FCC
1,7.777,12.925,0.046,0.1688,0.1183,BCC+FCC
1,7.4705,12.415,0.0468,0.1855,0.1221,BCC+FCC
1,7.3155,12.58,0.0504,0.1914,0.1251,BCC+FCC
1,7.3945,12.985,0.0499,0.1858,0.1254,BCC+FCC
1,7.721,13.655,0.0495,0.1785,0.1066,BCC+FCC
1,7.405,13.785,0.0472,0.1789,0.1418,BCC+FCC
1,7.477,13.365,0.0499,0.1828,0.126,BCC+FCC
1,7.305,12.655,0.0461,0.1799,0.1241,BCC+FCC
1,7.597,14.655,0.0512,0.192,0.1313,BCC+FCC
1,7.8175,14.81,0.044,0.1659,0.1278,BCC+FCC
1,7.669,14.235,0.0508,0.1917,0.1098,BCC+FCC
1,7.6315,13.325,0.0503,0.1805,0.1062,BCC+FCC
1,7.5455,12.97,0.0508,0.1828,0.1059,BCC+FCC
1,7.4595,12.615,0.0502,0.1833,0.1054,BCC+FCC
1,7.3015,12.68,0.0447,0.1755,0.1238,BCC+FCC
1,7.2155,12.325,0.0415,0.1698,0.1225,BCC+FCC
1,7.5935,14.68,0.0504,0.1902,0.1312,BCC+FCC
1,7.6655,14.26,0.0501,0.1902,0.1097,BCC+FCC
1,7.59,14.705,0.0495,0.1882,0.131,BCC+FCC
1,7.8105,14.86,0.0425,0.1626,0.1274,BCC+FCC
1,7.8825,14.44,0.0411,0.1615,0.1059,BCC+FCC
1,7.332,13.64,0.0498,0.1915,0.1302,BCC+FCC
1,7.3805,13.085,0.0446,0.1706,0.1242,BCC+FCC
1,7.232,12.51,0.0491,0.1916,0.1096,BCC+FCC
1,7.4525,12.665,0.0479,0.1764,0.1049,BCC+FCC
1,7.2795,14.345,0.0574,0.2075,0.1199,BCC+FCC
1,7.328,13.79,0.054,0.1919,0.1151,BCC+FCC
1,7.17,13.855,0.0507,0.1895,0.132,BCC+FCC
1,7.084,13.5,0.0483,0.1874,0.1308,BCC+FCC
1,6.984,12.37,0.0461,0.1856,0.1115,BCC+FCC
1,7.362,14.725,0.0552,0.2021,0.1197,BCC+FCC
1,7.4965,14.525,0.0508,0.1828,0.1157,BCC+FCC
1,7.3245,13.815,0.0529,0.1894,0.1149,BCC+FCC
1,7.507,15.325,0.048,0.1763,0.1348,BCC+FCC
1,7.3585,14.75,0.0544,0.2003,0.1195,BCC+FCC
1,7.2725,14.395,0.0555,0.2034,0.1195,BCC+FCC
1,7.235,13.485,0.0512,0.1871,0.1139,BCC+FCC
1,7.149,13.13,0.0495,0.1855,0.113,BCC+FCC
1,7.283,15.195,0.0528,0.1972,0.1385,BCC+FCC
1,7.5035,15.35,0.0472,0.1744,0.1346,BCC+FCC
1,7.4895,14.575,0.0491,0.179,0.1153,BCC+FCC
1,7.2455,14.285,0.0485,0.1803,0.1321,BCC+FCC
1,7.3175,13.865,0.0508,0.1839,0.1143,BCC+FCC
1,7.156,13.955,0.0455,0.1743,0.1307,BCC+FCC
1,7.272,15.395,0.052,0.1871,0.1239,BCC+FCC
1,7.186,15.04,0.0535,0.191,0.1233,BCC+FCC
1,7.2685,15.42,0.0512,0.1853,0.1237,BCC+FCC
1,7.1825,15.065,0.0526,0.1887,0.1231,BCC+FCC
1,7.0035,14.405,0.0498,0.1838,0.1208,BCC+FCC
1,6.951,15.985,0.0518,0.1878,0.1296,BCC+FCC
1,7.4435,15.225,0.0301,0.1396,0.1975,FCC
1,7.7335,13.955,0.0483,0.1676,0.1361,BCC+FCC
1,7.3755,11.76,0.0473,0.1755,0.1154,BCC+FCC
1,7.3,12.205,0.0414,0.1632,0.1332,BCC+FCC
1,7.745,13.69,0.0485,0.1722,0.126,BCC+FCC
1,7.4685,12.94,0.0457,0.1666,0.1345,BCC+FCC
1,7.229,11.56,0.0424,0.1669,0.128,BCC+FCC
1,7.795,13.61,0.0456,0.1616,0.1156,BCC+FCC
1,7.4835,12.65,0.0489,0.1753,0.1275,BCC+FCC
1,7.3115,11.94,0.0444,0.1685,0.1279,BCC+FCC
1,7.6845,13.845,0.049,0.1762,0.1337,BCC+FCC
1,7.5125,13.135,0.0503,0.1798,0.1356,BCC+FCC
1,7.6195,12.925,0.0467,0.1644,0.1154,BCC+FCC
1,7.4475,12.215,0.0444,0.1615,0.1148,BCC+FCC
1,7.065,12.275,0.0447,0.1744,0.1225,BCC+FCC
1,7.524,14.535,0.0506,0.1786,0.1351,BCC+FCC
1,7.5055,14.85,0.0485,0.17,0.1431,BCC+FCC
1,6.922,12.05,0.0403,0.1668,0.1357,BCC+FCC
1,7.0615,12.3,0.0432,0.1692,0.1222,BCC+FCC
1,7.502,14.875,0.0475,0.1678,0.1429,BCC+FCC
1,7.402,13.745,0.0499,0.1748,0.1243,BCC+FCC
1,7.244,13.81,0.0465,0.1705,0.141,BCC+FCC
1,7.158,13.455,0.044,0.1672,0.1401,BCC+FCC
1,7.0905,12.785,0.0466,0.1768,0.136,BCC+FCC
1,7.5705,14.48,0.0468,0.1663,0.1244,BCC+FCC
1,7.259,13.52,0.0499,0.1791,0.1358,BCC+FCC
1,7.3985,13.77,0.0488,0.1718,0.124,BCC+FCC
1,7.087,12.81,0.0451,0.172,0.1358,BCC+FCC
1,7.4275,14.255,0.0494,0.1753,0.1353,BCC+FCC
1,7.567,14.505,0.046,0.1641,0.1242,BCC+FCC
1,7.481,14.15,0.0474,0.1673,0.1241,BCC+FCC
1,7.2555,13.545,0.0487,0.1754,0.1357,BCC+FCC
1,7.1695,13.19,0.0467,0.1724,0.1357,BCC+FCC
1,7.309,13.44,0.047,0.1681,0.1234,BCC+FCC
1,6.615,12.54,0.0372,0.1643,0.1423,BCC+FCC
1,7.267,14.945,0.0514,0.179,0.1325,BCC+FCC
1,7.109,15.01,0.0501,0.1787,0.1481,BCC+FCC
1,7.009,13.88,0.05,0.1814,0.1308,BCC+FCC
1,6.6975,12.92,0.041,0.1698,0.1426,BCC+FCC
1,6.837,13.17,0.044,0.1725,0.129,BCC+FCC
1,7.346,15.35,0.0481,0.1708,0.1324,BCC+FCC
1,7.002,13.93,0.0474,0.1735,0.1303,BCC+FCC
1,7.203,15.125,0.0505,0.1794,0.1433,BCC+FCC
3,9.2395,9.175,0.091,0.5362,0.2224,IM
2,9.3045,9.41,0.0965,0.5221,0.2272,IM
3,9.1185,10.24,0.0972,0.5331,0.2623,IM
3,11.1845,9.21,0.1061,0.6494,0.2572,IM
4,10.8625,9.255,0.1091,0.6404,0.2596,IM
2,11.0325,9.265,0.1086,0.6345,0.2697,IM
4,10.388,9.24,0.1068,0.5987,0.2578,IM
2,10.236,9.295,0.1068,0.583,0.2645,IM
2,9.3855,9.315,0.0955,0.517,0.2258,IM
3,9.0275,9.415,0.086,0.4706,0.2217,IM
2,9.2335,9.37,0.0928,0.5007,0.2244,IM
2,9.11,9.795,0.0894,0.4753,0.2188,IM
2,8.7655,10.06,0.0823,0.4833,0.218,IM
2,8.4075,10.16,0.0733,0.4364,0.2152,IM
2,8.613,10,0.077,0.4498,0.221,IM
3,9.2305,9.75,0.0926,0.5265,0.2372,IM
3,8.9015,10.335,0.0869,0.4895,0.2234,IM
3,8.5435,10.435,0.0773,0.4426,0.2204,IM
4,8.7495,10.39,0.0842,0.4738,0.2244,IM
3,8.803,10.285,0.0853,0.4716,0.2315,IM
2,9.0375,10.61,0.0915,0.4932,0.2286,IM
2,7.329,9.58,0.0683,0.3918,0.2164,IM
3,7.279,9.89,0.0755,0.4173,0.2166,IM
2,9.0665,9.165,0.0986,0.5259,0.2267,IM
2,8.576,9.195,0.0941,0.4915,0.2246,IM
3,8.3515,10.065,0.0933,0.4924,0.2342,IM
3,8.958,10.32,0.0943,0.4864,0.2412,IM
1,4.955,18.32,0.0312,0.1663,0.2092,BCC+FCC
3,8.248,13.025,0.0355,0.1629,0.1425,FCC
4,8.3475,13.2,0.0362,0.1627,0.1419,FCC
4,8.296,13.125,0.0355,0.1623,0.1422,FCC
4,8.2445,13.05,0.0343,0.1616,0.1426,FCC
4,8.349,13.37,0.0371,0.165,0.1505,FCC
4,8.246,13.22,0.0354,0.1643,0.151,FCC
3,8.2475,13.39,0.0365,0.167,0.1584,FCC
4,8.2505,13.73,0.0388,0.1718,0.1711,FCC
2,8.3955,13.3,0.0356,0.1618,0.1415,FCC
2,8.344,13.225,0.0353,0.1616,0.1419,FCC
3,8.2925,13.15,0.0345,0.1611,0.1423,FCC
2,8.241,13.075,0.0331,0.1601,0.1426,FCC
4,8.3455,13.395,0.0362,0.1641,0.1505,FCC
3,8.294,13.32,0.0355,0.1638,0.1507,FCC
3,8.2425,13.245,0.0342,0.163,0.151,FCC
4,8.2955,13.49,0.0365,0.1663,0.1583,FCC
4,8.244,13.415,0.0354,0.1658,0.1584,FCC
4,8.3485,13.735,0.038,0.1686,0.1651,FCC
4,8.297,13.66,0.0375,0.1687,0.1651,FCC
3,8.2455,13.585,0.0365,0.1684,0.1651,FCC
2,8.247,13.755,0.0376,0.1708,0.171,FCC
3,8.4435,13.4,0.0348,0.1608,0.1412,FCC
2,8.392,13.325,0.0348,0.1608,0.1416,FCC
4,8.3405,13.25,0.0343,0.1605,0.142,FCC
4,8.289,13.175,0.0334,0.1597,0.1423,FCC
4,8.2375,13.1,0.0319,0.1585,0.1427,FCC
2,8.4965,13.645,0.0348,0.1624,0.1497,FCC
4,8.3935,13.495,0.0356,0.1632,0.1503,FCC
2,8.342,13.42,0.0352,0.1631,0.1505,FCC
1,8.2905,13.345,0.0344,0.1625,0.1508,FCC
4,8.3435,13.59,0.0361,0.1655,0.1582,FCC
2,8.292,13.515,0.0354,0.1652,0.1583,FCC
1,8.2935,13.685,0.0364,0.1677,0.165,FCC
2,8.295,13.855,0.0374,0.1701,0.171,FCC
4,8.4915,13.5,0.0336,0.1598,0.1409,FCC
1,8.44,13.425,0.034,0.16,0.1413,FCC
3,8.3885,13.35,0.034,0.1598,0.1417,FCC
4,8.337,13.275,0.0334,0.1592,0.1421,FCC
1,8.2855,13.2,0.0323,0.1582,0.1424,FCC
4,8.5445,13.745,0.0332,0.1612,0.1494,FCC
2,8.493,13.67,0.0342,0.1619,0.1497,FCC
2,8.4415,13.595,0.0347,0.1623,0.15,FCC
3,8.39,13.52,0.0347,0.1623,0.1503,FCC
2,8.3385,13.445,0.0343,0.1619,0.1506,FCC
3,8.287,13.37,0.0333,0.1612,0.1508,FCC
2,8.34,13.615,0.0352,0.1645,0.1582,FCC
3,8.2885,13.54,0.0343,0.164,0.1583,FCC
4,8.496,14.01,0.0353,0.1657,0.1648,FCC
2,8.3415,13.785,0.0361,0.1669,0.165,FCC
4,8.29,13.71,0.0353,0.1666,0.165,FCC
2,8.488,13.525,0.033,0.159,0.1409,FCC
1,8.4365,13.45,0.0333,0.159,0.1414,FCC
3,8.385,13.375,0.0331,0.1586,0.1417,FCC
2,8.3335,13.3,0.0324,0.1579,0.1421,FCC
4,8.2305,13.15,0.0296,0.155,0.1428,FCC
4,8.541,13.77,0.0327,0.1607,0.1495,FCC
