Pm.3,e/a,EWF,ad-e/n.2,δ-e/n.1,δ-ρ,δ-Ec.1,δ-G.1,δ-υ,
1,2,4.939,0.03,0.1284,0.1764,0.0714,0.382,0.1644,FCC
4,2,4.9065,0.0306,0.128,0.177,0.0717,0.3815,0.1663,FCC
1,2,4.874,0.0308,0.1272,0.1773,0.0719,0.3809,0.1683,FCC
2,2,4.8415,0.0304,0.1259,0.1775,0.0721,0.3803,0.1702,FCC
4,2,4.809,0.0296,0.124,0.1773,0.0722,0.3798,0.1721,FCC
4,2,4.7765,0.0283,0.1215,0.177,0.0722,0.3792,0.174,FCC
3,2,4.744,0.0264,0.1184,0.1764,0.0723,0.3786,0.1758,FCC
1,2.05,4.6255,0.0468,0.181,0.2487,0.1186,0.3131,0.127,BCC+FCC
1,2.05,4.668,0.0434,0.1728,0.2457,0.1107,0.3013,0.1242,BCC+FCC
4,2.05,4.753,0.0367,0.1475,0.2359,0.0882,0.2736,0.1161,FCC
1,2,4.603,0.0429,0.1685,0.2416,0.1123,0.3199,0.1458,BCC+FCC
1,1.95,4.668,0.0487,0.1829,0.2473,0.1128,0.3347,0.1616,BCC+FCC
1,1.95,4.7105,0.046,0.1742,0.2436,0.1026,0.3193,0.1578,BCC+FCC
1,1.95,4.5605,0.0457,0.1759,0.243,0.1216,0.349,0.1662,BCC+FCC
1,1.95,4.528,0.0434,0.168,0.2392,0.122,0.349,0.1669,BCC+FCC
1,1.95,4.5705,0.0428,0.1661,0.239,0.1134,0.3348,0.1634,BCC+FCC
1,1.9,4.6455,0.0448,0.1707,0.2403,0.1035,0.3302,0.1738,BCC+FCC
1,1.9,4.613,0.0428,0.1651,0.2377,0.1034,0.3304,0.174,BCC+FCC
1,1.8,4.5805,0.0427,0.1647,0.2352,0.1046,0.345,0.1995,BCC+FCC
1,2.05,4.7155,0.0511,0.1902,0.2549,0.1172,0.3342,0.1355,BCC+FCC
1,2.05,4.7255,0.0457,0.1769,0.249,0.1101,0.3234,0.1358,BCC+FCC
1,2.05,4.693,0.0442,0.1737,0.2474,0.1104,0.3231,0.1371,BCC+FCC
1,2,4.768,0.0449,0.1715,0.2451,0.1015,0.3299,0.1537,BCC+FCC
1,1.95,4.6605,0.0478,0.1796,0.247,0.1128,0.3584,0.1748,BCC+FCC
1,1.95,4.5855,0.0468,0.1785,0.2461,0.1213,0.3715,0.1776,BCC+FCC
1,1.95,4.5205,0.0424,0.1625,0.2388,0.122,0.3714,0.1793,BCC+FCC
1,1.9,4.7455,0.0448,0.1668,0.2398,0.0903,0.3395,0.1846,BCC+FCC
1,2.05,4.7505,0.0464,0.1775,0.2501,0.1097,0.3435,0.1444,BCC+FCC
1,2.05,4.6755,0.0486,0.1837,0.2528,0.1178,0.3519,0.1459,BCC+FCC
1,2.05,4.718,0.045,0.1745,0.2488,0.1101,0.3431,0.1459,BCC+FCC
1,2.05,4.6855,0.0435,0.171,0.2471,0.1104,0.3427,0.1474,BCC+FCC
4,2.05,4.7055,0.0315,0.1401,0.2344,0.0878,0.3209,0.1482,FCC
1,2,4.7505,0.0499,0.1834,0.2513,0.1109,0.3643,0.1642,BCC+FCC
1,2,4.7605,0.0442,0.1693,0.2449,0.1015,0.3524,0.1647,BCC+FCC
1,2,4.578,0.0448,0.1712,0.2456,0.1203,0.3741,0.1696,BCC+FCC
1,2,4.5455,0.0429,0.1638,0.2423,0.1207,0.3738,0.1708,BCC+FCC
1,1.95,4.7605,0.0478,0.1756,0.2462,0.1024,0.3676,0.1818,BCC+FCC
1,1.95,4.728,0.046,0.1724,0.2448,0.1025,0.3676,0.1828,BCC+FCC
1,1.9,4.7705,0.0457,0.1675,0.2408,0.0904,0.3646,0.1964,BCC+FCC
1,1.9,4.653,0.0484,0.1801,0.2473,0.1137,0.3937,0.2004,BCC+FCC
1,1.9,4.6205,0.0462,0.1741,0.2447,0.1139,0.3938,0.2013,BCC+FCC
1,1.9,4.663,0.0449,0.1688,0.242,0.1033,0.3797,0.1997,BCC+FCC
1,1.9,4.5455,0.0436,0.1675,0.2422,0.1228,0.4071,0.2033,BCC+FCC
1,2.05,4.7755,0.0472,0.1779,0.2511,0.1094,0.3617,0.1499,BCC+FCC
1,2.05,4.7005,0.0495,0.1849,0.2544,0.1174,0.3686,0.1505,BCC+FCC
1,2.05,4.743,0.0457,0.1752,0.2499,0.1098,0.3613,0.1516,BCC+FCC
4,2.05,4.7305,0.0328,0.1406,0.2354,0.0879,0.3417,0.1567,FCC
1,2,4.7755,0.0508,0.184,0.2524,0.1106,0.3842,0.1698,BCC+FCC
1,2,4.7005,0.0518,0.1896,0.2553,0.1186,0.3935,0.1706,BCC+FCC
1,2,4.7855,0.0449,0.1697,0.2457,0.1013,0.3733,0.1715,BCC+FCC
1,2,4.753,0.0434,0.167,0.2447,0.1014,0.3731,0.1728,BCC+FCC
1,2,4.6355,0.0478,0.1797,0.2509,0.1196,0.3928,0.1735,BCC+FCC
1,2,4.603,0.0459,0.1736,0.2482,0.12,0.3924,0.175,BCC+FCC
1,1.95,4.753,0.0469,0.1732,0.246,0.1023,0.3896,0.19,BCC+FCC
1,1.95,4.678,0.0479,0.1778,0.2486,0.1126,0.4015,0.1913,BCC+FCC
1,1.95,4.7205,0.0452,0.1696,0.2446,0.1024,0.3895,0.1911,BCC+FCC
1,1.95,4.613,0.0439,0.1664,0.2439,0.113,0.4013,0.1936,BCC+FCC
1,1.95,4.5805,0.0419,0.1594,0.2411,0.1132,0.4011,0.1948,BCC+FCC
1,1.9,4.6455,0.0473,0.1763,0.247,0.1137,0.4157,0.2082,BCC+FCC
1,1.9,4.5705,0.0449,0.171,0.2455,0.1225,0.4281,0.2095,BCC+FCC
1,1.9,4.5805,0.0429,0.1622,0.2414,0.1141,0.4157,0.2102,BCC+FCC
1,2.05,4.833,0.0497,0.1802,0.2526,0.1086,0.3788,0.151,BCC+FCC
1,2.05,4.6605,0.0469,0.1774,0.2522,0.118,0.3821,0.1566,BCC+FCC
1,2,4.768,0.05,0.1817,0.2522,0.1106,0.4023,0.1747,BCC+FCC
1,2,4.8105,0.0459,0.17,0.2464,0.1011,0.3929,0.1759,BCC+FCC
1,2,4.693,0.0508,0.1865,0.2551,0.1187,0.4101,0.1749,BCC+FCC
1,2,4.628,0.0469,0.1758,0.2506,0.1196,0.4093,0.1781,BCC+FCC
1,1.95,4.8105,0.0496,0.1766,0.2479,0.1021,0.4105,0.1935,BCC+FCC
1,1.95,4.853,0.0454,0.1632,0.2412,0.0898,0.3985,0.194,BCC+FCC
1,1.95,4.7355,0.0509,0.1836,0.252,0.112,0.4215,0.1941,BCC+FCC
1,1.95,4.7455,0.0461,0.1705,0.2458,0.1023,0.4103,0.1961,BCC+FCC
1,1.95,4.628,0.0481,0.1791,0.2511,0.1207,0.4311,0.1959,BCC+FCC
1,1.95,4.6055,0.043,0.162,0.2436,0.113,0.4207,0.1994,BCC+FCC
1,1.8,4.6055,0.0444,0.1694,0.2446,0.1156,0.4586,0.2436,BCC+FCC
1,2.05,4.793,0.0473,0.1762,0.2517,0.1091,0.3924,0.1557,BCC+FCC
1,2.05,4.8355,0.043,0.1627,0.2452,0.0998,0.3868,0.1581,BCC+FCC
1,2.05,4.6855,0.0478,0.1789,0.254,0.1176,0.3947,0.1571,BCC+FCC
1,2.05,4.728,0.0443,0.1701,0.2495,0.1099,0.3911,0.1596,BCC+FCC
1,2,4.728,0.0474,0.1756,0.2507,0.111,0.4184,0.1796,BCC+FCC
1,1.95,4.803,0.0487,0.1744,0.2477,0.102,0.4301,0.1976,BCC+FCC
1,1.95,4.7705,0.047,0.1714,0.2467,0.1022,0.4299,0.199,BCC+FCC
1,1.95,4.6105,0.0491,0.1835,0.2552,0.1269,0.4562,0.1956,BCC+FCC
1,1.95,4.6955,0.0479,0.176,0.2501,0.1123,0.4396,0.1991,BCC+FCC
1,1.95,4.738,0.0453,0.1677,0.2455,0.1023,0.4297,0.2004,BCC+FCC
1,1.9,4.6205,0.0474,0.1771,0.2512,0.1219,0.4671,0.2156,BCC+FCC
1,1.85,4.6305,0.0458,0.1705,0.2469,0.1146,0.47,0.2332,BCC+FCC
1,1.85,4.6405,0.0434,0.1605,0.2419,0.1038,0.4573,0.235,BCC+FCC
1,1.8,4.6305,0.0459,0.1727,0.2473,0.1155,0.4805,0.2474,BCC+FCC
1,1.8,4.6405,0.0442,0.1635,0.2425,0.1044,0.4669,0.2488,BCC+FCC
1,2.05,4.818,0.048,0.1765,0.2523,0.1088,0.4051,0.1548,BCC+FCC
1,2.05,4.828,0.0421,0.1609,0.2451,0.0998,0.4006,0.16,BCC+FCC
1,2,4.7855,0.05,0.18,0.2529,0.1103,0.4342,0.1777,BCC+FCC
1,2,4.678,0.0489,0.1797,0.2545,0.1189,0.4381,0.1787,BCC+FCC
1,2,4.6455,0.047,0.1739,0.2524,0.1193,0.4375,0.1806,BCC+FCC
1,1.95,4.753,0.0509,0.1818,0.253,0.1118,0.4572,0.1981,BCC+FCC
1,1.95,4.6555,0.045,0.1667,0.2478,0.1126,0.4562,0.2029,BCC+FCC
1,1.9,4.7305,0.047,0.1699,0.2465,0.103,0.4649,0.2196,BCC+FCC
1,1.85,4.698,0.0468,0.1692,0.2459,0.1038,0.4782,0.2362,BCC+FCC
1,2.05,4.8105,0.0473,0.1744,0.2522,0.1088,0.4147,0.1545,BCC+FCC
1,2.05,4.853,0.0425,0.1609,0.2453,0.0996,0.413,0.1582,BCC+FCC
1,2.05,4.778,0.0458,0.1716,0.2514,0.1092,0.4137,0.1567,BCC+FCC
1,2.05,4.7455,0.0444,0.1682,0.2504,0.1096,0.4127,0.159,BCC+FCC
1,1.95,4.703,0.0515,0.1853,0.2571,0.1197,0.4793,0.1959,BCC+FCC
1,1.95,4.7455,0.05,0.1788,0.2528,0.1118,0.4729,0.1988,BCC+FCC
1,1.95,4.788,0.0471,0.1695,0.2474,0.102,0.4653,0.2014,BCC+FCC
1,1.95,4.713,0.048,0.1742,0.2513,0.1121,0.4725,0.2005,BCC+FCC
1,1.9,4.713,0.0497,0.1783,0.2523,0.1131,0.4933,0.2177,BCC+FCC
1,1.9,4.7555,0.048,0.1712,0.2476,0.1029,0.4837,0.2199,BCC+FCC
1,2.1,4.6995,0.044,0.1726,0.2886,0.1128,0.3266,0.1205,BCC+FCC
1,2,4.6345,0.046,0.1746,0.2859,0.114,0.3583,0.1597,BCC+FCC
1,2,4.5595,0.0449,0.1726,0.2839,0.1244,0.3722,0.1639,BCC+FCC
1,1.95,4.667,0.0498,0.1839,0.2887,0.1147,0.3692,0.1746,BCC+FCC
1,1.95,4.602,0.0454,0.1726,0.2835,0.1143,0.3694,0.1754,BCC+FCC
1,1.9,4.6445,0.0458,0.1714,0.2824,0.1011,0.3616,0.1843,BCC+FCC
1,1.9,4.527,0.0424,0.1674,0.2795,0.1257,0.3937,0.1935,BCC+FCC
1,2.1,4.682,0.0485,0.1832,0.2934,0.1224,0.3575,0.1354,BCC+FCC
1,2.1,4.6495,0.0468,0.179,0.2914,0.1225,0.3571,0.1368,BCC+FCC
1,2.1,4.692,0.0433,0.17,0.2884,0.1128,0.3473,0.1353,BCC+FCC
1,2.05,4.7345,0.0425,0.165,0.2854,0.1011,0.3537,0.1527,BCC+FCC
1,2,4.757,0.0529,0.1879,0.2932,0.1142,0.3812,0.1705,BCC+FCC
1,2,4.6495,0.0505,0.1874,0.2923,0.1242,0.3941,0.1741,BCC+FCC
1,2,4.6595,0.047,0.1762,0.2879,0.114,0.3812,0.173,BCC+FCC
1,1.95,4.7345,0.049,0.177,0.2873,0.102,0.3781,0.185,BCC+FCC
1,1.95,4.6695,0.045,0.1686,0.2838,0.1011,0.3784,0.1862,BCC+FCC
1,1.85,4.6045,0.0433,0.1641,0.2797,0.1005,0.3935,0.2129,BCC+FCC
1,2.1,4.717,0.044,0.1708,0.2897,0.1127,0.3664,0.1447,BCC+FCC
1,2.05,4.782,0.0508,0.1826,0.2933,0.1134,0.3872,0.1617,BCC+FCC
1,2.05,4.707,0.0519,0.1892,0.2957,0.123,0.3975,0.1634,BCC+FCC
1,2,4.7495,0.052,0.1855,0.293,0.1141,0.4029,0.1805,BCC+FCC
1,2,4.792,0.0486,0.1747,0.2886,0.102,0.3901,0.1794,BCC+FCC
1,1.95,4.717,0.0521,0.1867,0.2922,0.1147,0.4155,0.1973,BCC+FCC
1,1.95,4.6845,0.0499,0.1821,0.2903,0.1146,0.4155,0.1982,BCC+FCC
1,1.95,4.6945,0.0461,0.1701,0.2855,0.1013,0.4018,0.1974,BCC+FCC
1,1.85,4.6195,0.0465,0.1763,0.2861,0.1153,0.4333,0.2271,BCC+FCC
1,1.8,4.6095,0.0463,0.1857,0.2895,0.1269,0.4542,0.2409,BCC+FCC
1,1.8,4.6195,0.0461,0.1783,0.2862,0.1157,0.4388,0.2394,BCC+FCC
1,1.8,4.6295,0.045,0.1696,0.2825,0.101,0.423,0.2373,BCC+FCC
1,2.1,4.6995,0.0486,0.1814,0.2947,0.1222,0.391,0.15,BCC+FCC
1,2.1,4.7095,0.0433,0.1682,0.2895,0.1126,0.3835,0.1525,BCC+FCC
1,2.05,4.6995,0.051,0.1863,0.2955,0.123,0.4153,0.17,BCC+FCC
1,2.05,4.667,0.049,0.1817,0.2935,0.1232,0.415,0.1715,BCC+FCC
1,2.05,4.752,0.0425,0.1631,0.2862,0.101,0.3956,0.1719,BCC+FCC
1,2,4.817,0.0495,0.175,0.2893,0.1021,0.4117,0.1868,BCC+FCC
1,2,4.7845,0.0478,0.1725,0.2884,0.1018,0.4116,0.1879,BCC+FCC
1,2,4.7195,0.0443,0.1658,0.286,0.1012,0.4115,0.1901,BCC+FCC
1,1.95,4.6445,0.0466,0.1729,0.2879,0.1143,0.4371,0.2072,BCC+FCC
1,1.9,4.6445,0.0475,0.1763,0.2883,0.1149,0.4481,0.2217,BCC+FCC
1,1.85,4.687,0.0484,0.1754,0.2866,0.1017,0.4416,0.234,BCC+FCC
1,1.8,4.602,0.0448,0.1802,0.2891,0.1269,0.4777,0.249,BCC+FCC
1,1.8,4.612,0.0447,0.1731,0.2859,0.1155,0.4629,0.2486,BCC+FCC
1,1.75,4.622,0.0434,0.1667,0.2824,0.1008,0.4515,0.2592,BCC+FCC
1,2.1,4.832,0.0488,0.1765,0.2934,0.1124,0.4009,0.1508,BCC+FCC
1,2.1,4.8095,0.0417,0.1586,0.2865,0.1008,0.3929,0.1558,BCC+FCC
1,2.1,4.702,0.0426,0.1654,0.2893,0.1126,0.3988,0.1579,BCC+FCC
1,2.05,4.842,0.0467,0.168,0.2884,0.1016,0.4151,0.1739,BCC+FCC
1,2.05,4.777,0.0433,0.1636,0.287,0.1011,0.4146,0.1768,BCC+FCC
1,2.05,4.637,0.0422,0.1609,0.2865,0.1131,0.4226,0.1803,BCC+FCC
1,2,4.767,0.052,0.1838,0.294,0.114,0.4429,0.1923,BCC+FCC
1,2,4.702,0.0481,0.1758,0.291,0.1139,0.4426,0.1949,BCC+FCC
1,2,4.712,0.0435,0.1628,0.2858,0.101,0.4317,0.1967,BCC+FCC
1,2,4.637,0.0441,0.1651,0.2871,0.1137,0.4422,0.1975,BCC+FCC
1,1.95,4.777,0.0501,0.1761,0.2894,0.1021,0.4456,0.2102,BCC+FCC
1,1.95,4.6695,0.0477,0.1749,0.2898,0.1144,0.4577,0.2122,BCC+FCC
1,1.85,4.6795,0.0472,0.1715,0.2863,0.1015,0.4648,0.2415,BCC+FCC
1,1.75,4.647,0.0449,0.1699,0.2849,0.1012,0.4756,0.2671,BCC+FCC
1,2.1,4.867,0.043,0.1601,0.2872,0.101,0.4092,0.1561,BCC+FCC
1,2.1,4.6845,0.0469,0.1754,0.2943,0.1222,0.4161,0.1572,BCC+FCC
1,2.05,4.7495,0.053,0.1885,0.2982,0.1227,0.4472,0.1741,BCC+FCC
1,2.05,4.727,0.0465,0.172,0.2915,0.1132,0.4397,0.1795,BCC+FCC
1,2.05,4.6945,0.0448,0.1677,0.29,0.1132,0.4393,0.1811,BCC+FCC
1,2,4.7595,0.0511,0.1811,0.2938,0.1139,0.4611,0.196,BCC+FCC
1,2,4.727,0.0491,0.1772,0.2924,0.1139,0.4609,0.1974,BCC+FCC
1,2,4.6945,0.0471,0.1725,0.2908,0.1138,0.4606,0.1989,BCC+FCC
1,2,4.737,0.0444,0.1639,0.2869,0.1011,0.4509,0.2001,BCC+FCC
1,1.95,4.7695,0.0491,0.1734,0.2892,0.1019,0.4661,0.2149,BCC+FCC
1,1.95,4.6295,0.0445,0.1643,0.2873,0.1141,0.4772,0.2178,BCC+FCC
1,1.9,4.672,0.0449,0.1636,0.2854,0.101,0.478,0.2334,BCC+FCC
1,1.85,4.7045,0.0484,0.1735,0.2881,0.1018,0.4872,0.2462,BCC+FCC
1,1.85,4.6295,0.0453,0.1695,0.288,0.1151,0.501,0.247,BCC+FCC
1,2.1,4.7845,0.0456,0.1702,0.2924,0.1124,0.4255,0.1573,BCC+FCC
1,2.1,4.677,0.0461,0.172,0.2941,0.1222,0.425,0.1583,BCC+FCC
1,2.1,4.7195,0.0427,0.1634,0.2903,0.1124,0.4239,0.1614,BCC+FCC
1,2.05,4.6995,0.0536,0.1924,0.3014,0.1304,0.4635,0.1723,BCC+FCC
1,2.05,4.7095,0.0501,0.1814,0.2965,0.1228,0.4595,0.1772,BCC+FCC
1,2.05,4.7945,0.0433,0.1617,0.2875,0.1011,0.4482,0.1821,BCC+FCC
1,2,4.752,0.0501,0.1783,0.2936,0.1139,0.478,0.1982,BCC+FCC
1,2,4.7195,0.0482,0.174,0.2922,0.1138,0.4776,0.1998,BCC+FCC
1,1.95,4.7195,0.05,0.1785,0.2931,0.1144,0.4962,0.2166,BCC+FCC
1,1.9,4.7295,0.0483,0.1711,0.2887,0.1017,0.4987,0.2348,BCC+FCC
1,1.9,4.697,0.046,0.1657,0.2871,0.1013,0.4987,0.236,BCC+FCC
1,1.85,4.6645,0.0448,0.1628,0.2858,0.101,0.5091,0.2514,BCC+FCC
1,2.1,4.8095,0.0464,0.1706,0.293,0.1123,0.4354,0.1551,BCC+FCC
1,2.1,4.7345,0.0487,0.1779,0.2969,0.1218,0.4333,0.1535,BCC+FCC
1,2.1,4.777,0.0449,0.1678,0.2922,0.1123,0.4345,0.1573,BCC+FCC
1,2.05,4.6595,0.0503,0.183,0.2991,0.1308,0.4711,0.1737,BCC+FCC
1,2.05,4.702,0.0492,0.1781,0.2963,0.1228,0.4702,0.1772,BCC+FCC
1,2.05,4.787,0.0426,0.1593,0.2874,0.1009,0.4625,0.1832,BCC+FCC
1,2,4.722,0.0427,0.1576,0.2865,0.1008,0.4853,0.2048,BCC+FCC
1,1.95,4.6795,0.0468,0.1691,0.2911,0.1142,0.5135,0.2195,BCC+FCC
1,1.95,4.722,0.0453,0.1629,0.2875,0.1011,0.504,0.2215,BCC+FCC
1,1.85,4.6895,0.0461,0.1653,0.2876,0.1013,0.5302,0.253,BCC+FCC
1,2.15,4.6985,0.043,0.1689,0.3259,0.1108,0.3507,0.1177,BCC+FCC
1,2.1,4.6885,0.0511,0.1875,0.331,0.1237,0.3802,0.1409,BCC+FCC
1,2.1,4.731,0.0481,0.178,0.3282,0.1115,0.3678,0.1375,BCC+FCC
1,2.1,4.6985,0.0464,0.1748,0.3266,0.1111,0.3677,0.1383,BCC+FCC
1,2,4.6335,0.0468,0.1753,0.3234,0.1104,0.3917,0.1723,BCC+FCC
1,2.05,4.6585,0.0462,0.1727,0.3251,0.1106,0.4034,0.1711,BCC+FCC
1,2,4.691,0.0502,0.182,0.3276,0.1113,0.4147,0.1858,BCC+FCC
1,2.15,4.7385,0.0503,0.184,0.3333,0.1232,0.398,0.1407,BCC+FCC
1,2.1,4.781,0.0499,0.179,0.3304,0.1119,0.4093,0.1605,BCC+FCC
1,2.1,4.6835,0.0447,0.1691,0.3262,0.1107,0.4087,0.1641,BCC+FCC
1,2.1,4.651,0.043,0.1645,0.3243,0.1102,0.4085,0.1652,BCC+FCC
1,2.05,4.6835,0.0472,0.1742,0.3268,0.1109,0.4245,0.1812,BCC+FCC
1,2.05,4.651,0.0452,0.1692,0.3248,0.1103,0.4245,0.1822,BCC+FCC
1,2,4.651,0.0469,0.1734,0.3252,0.1105,0.437,0.1976,BCC+FCC
1,2.15,4.806,0.0472,0.1726,0.3301,0.1117,0.4069,0.1469,BCC+FCC
1,2.1,4.7635,0.0541,0.1902,0.3353,0.1238,0.4374,0.1664,BCC+FCC
1,2.1,4.7735,0.0491,0.1768,0.3302,0.1117,0.4279,0.1683,BCC+FCC
1,2.05,4.731,0.0543,0.1917,0.3345,0.1242,0.4557,0.1859,BCC+FCC
1,2,4.741,0.0525,0.1845,0.3306,0.1119,0.4581,0.2032,BCC+FCC
1,1.95,4.676,0.0493,0.1791,0.3276,0.111,0.4688,0.2198,BCC+FCC
1,2.15,4.7985,0.0463,0.1707,0.3299,0.1115,0.422,0.1523,BCC+FCC
1,2.15,4.7335,0.0431,0.1651,0.3279,0.1108,0.4209,0.1558,BCC+FCC
1,2.1,4.7235,0.0512,0.1841,0.3336,0.1236,0.453,0.1727,BCC+FCC
1,2.1,4.6585,0.0473,0.1748,0.33,0.1232,0.4522,0.1759,BCC+FCC
1,2.05,4.691,0.051,0.1841,0.3325,0.1239,0.4735,0.1923,BCC+FCC
1,2.05,4.7335,0.0493,0.1766,0.3297,0.1114,0.4638,0.1931,BCC+FCC
1,2.05,4.6685,0.0453,0.1673,0.3263,0.1104,0.4634,0.1957,BCC+FCC
1,2,4.701,0.0492,0.1769,0.3288,0.1111,0.4785,0.2104,BCC+FCC
1,2,4.6685,0.047,0.1715,0.3269,0.1106,0.4785,0.2116,BCC+FCC
1,1.9,4.636,0.046,0.1712,0.3252,0.1101,0.4994,0.2411,BCC+FCC
1,2.15,4.716,0.0478,0.1761,0.3327,0.123,0.4378,0.1553,BCC+FCC
1,2.15,4.7585,0.0439,0.1658,0.3289,0.111,0.4345,0.1577,BCC+FCC
1,2.15,4.726,0.0424,0.1624,0.3277,0.1106,0.4339,0.1595,BCC+FCC
1,2.1,4.791,0.0491,0.1751,0.3309,0.1117,0.4615,0.1761,BCC+FCC
1,2.1,4.716,0.0503,0.1811,0.3334,0.1235,0.4674,0.1758,BCC+FCC
1,2.1,4.7585,0.0474,0.172,0.3299,0.1114,0.461,0.1777,BCC+FCC
1,2.1,4.6085,0.0473,0.175,0.3312,0.1334,0.471,0.1772,BCC+FCC
1,2.05,4.6185,0.0455,0.1681,0.3279,0.1233,0.4896,0.1987,BCC+FCC
1,2.05,4.6285,0.0424,0.1573,0.3241,0.1096,0.4808,0.2014,BCC+FCC
1,2,4.726,0.0504,0.1784,0.3302,0.1114,0.4981,0.2136,BCC+FCC
1,2,4.6935,0.0482,0.1734,0.3285,0.1109,0.498,0.2149,BCC+FCC
1,2.15,4.7835,0.0447,0.1663,0.3296,0.1112,0.4463,0.1576,BCC+FCC
1,2.15,4.676,0.0452,0.1685,0.3309,0.1227,0.4455,0.1587,BCC+FCC
1,2.15,4.7185,0.0417,0.1596,0.3276,0.1104,0.4446,0.1616,BCC+FCC
1,2.1,4.741,0.0513,0.1823,0.3347,0.1235,0.4806,0.1756,BCC+FCC
1,2.1,4.7835,0.0483,0.1727,0.3307,0.1116,0.4757,0.1781,BCC+FCC
1,2.1,4.7085,0.0493,0.178,0.3332,0.1234,0.4799,0.1774,BCC+FCC
1,2.1,4.676,0.0473,0.1729,0.3315,0.1232,0.4793,0.1792,BCC+FCC
1,2.1,4.6435,0.0454,0.1671,0.3296,0.123,0.4786,0.181,BCC+FCC
1,2.1,4.686,0.0431,0.1606,0.327,0.1103,0.4741,0.1834,BCC+FCC
1,2.05,4.6435,0.0467,0.1706,0.33,0.1234,0.5051,0.1994,BCC+FCC
1,2.05,4.6535,0.0434,0.1595,0.3259,0.1099,0.4975,0.2029,BCC+FCC
1,2.1,4.776,0.0474,0.1701,0.3306,0.1114,0.4882,0.1788,BCC+FCC
1,2.1,4.701,0.0484,0.1746,0.333,0.1233,0.4903,0.1777,BCC+FCC
1,2.1,4.7435,0.0457,0.1664,0.3295,0.111,0.4875,0.1807,BCC+FCC
1,2.1,4.6685,0.0464,0.1691,0.3313,0.1231,0.4895,0.1796,BCC+FCC
1,2.1,4.711,0.044,0.162,0.3282,0.1105,0.4868,0.1826,BCC+FCC
1,2.05,4.6685,0.0478,0.1729,0.3318,0.1235,0.5192,0.1985,BCC+FCC
1,2,4.711,0.0482,0.1715,0.3298,0.111,0.534,0.2181,BCC+FCC
1,2.2,4.6875,0.0476,0.1789,0.3649,0.1197,0.3845,0.1174,BCC+FCC
1,2.15,4.6875,0.0503,0.1841,0.3654,0.1198,0.4024,0.1385,BCC+FCC
1,2.2,4.7125,0.0485,0.1798,0.3664,0.12,0.4028,0.1307,BCC+FCC
1,2.2,4.6475,0.045,0.172,0.3627,0.1189,0.4021,0.1333,BCC+FCC
1,2.15,4.705,0.0503,0.1824,0.3668,0.1199,0.4407,0.1612,BCC+FCC
1,2.15,4.64,0.0464,0.1732,0.3628,0.1187,0.4401,0.1637,BCC+FCC
1,2.05,4.565,0.0455,0.1748,0.3599,0.1317,0.4827,0.1988,BCC+FCC
1,2.15,4.73,0.0514,0.1834,0.3682,0.1202,0.4581,0.1672,BCC+FCC
1,2.15,4.6325,0.0454,0.1695,0.3625,0.1184,0.4571,0.1714,BCC+FCC
1,2.1,4.6975,0.0514,0.1841,0.367,0.1197,0.4763,0.1864,BCC+FCC
1,2.15,4.6575,0.0465,0.1713,0.3644,0.1188,0.4729,0.1755,BCC+FCC
1,2.1,4.69,0.0503,0.1808,0.3668,0.1195,0.4941,0.1919,BCC+FCC
1,2.2,4.715,0.0469,0.1725,0.3671,0.1196,0.4584,0.1554,BCC+FCC
1,2.1,4.65,0.047,0.1714,0.3645,0.1186,0.5103,0.1971,BCC+FCC
1,2.15,4.6425,0.0446,0.1635,0.364,0.1183,0.4988,0.1812,BCC+FCC
1,2.1,4.6425,0.0459,0.1672,0.3643,0.1183,0.5253,0.1995,BCC+FCC
1,2.2,4.7325,0.047,0.1707,0.3681,0.1197,0.473,0.1548,BCC+FCC
1,2.15,4.69,0.0511,0.1825,0.3715,0.1322,0.5115,0.1729,BCC+FCC
1,2.1,4.6675,0.0471,0.1695,0.3661,0.1187,0.5393,0.1988,BCC+FCC
1,2,4.589,0.0315,0.1236,0.1704,0.1709,0.2099,0.1519,FCC
1,2,4.5765,0.0273,0.117,0.1679,0.1587,0.2096,0.1462,FCC
4,2,4.4915,0.025,0.1076,0.1637,0.1672,0.2096,0.1504,FCC
2,2,4.544,0.0256,0.112,0.1658,0.1576,0.2095,0.1458,FCC
1,1.95,4.524,0.0298,0.1214,0.1677,0.1677,0.2287,0.1629,FCC
1,1.95,4.5765,0.0308,0.1251,0.1695,0.1581,0.2282,0.1592,FCC
1,1.9,4.4915,0.0295,0.1209,0.1659,0.1654,0.2434,0.1726,FCC
1,1.85,4.4915,0.0309,0.1262,0.1668,0.1644,0.2544,0.1817,FCC
1,1.75,4.734,0.0453,0.1598,0.1792,0.1134,0.2618,0.192,BCC+FCC
1,2,4.5615,0.0315,0.1224,0.1709,0.1798,0.2404,0.1803,FCC
1,2,4.614,0.0329,0.1243,0.1717,0.1717,0.2405,0.1749,FCC
1,2,4.4765,0.0278,0.1126,0.167,0.1844,0.2401,0.1847,FCC
1,2,4.529,0.0293,0.1173,0.1689,0.1784,0.2403,0.1802,FCC
1,2,4.5815,0.03,0.1203,0.1702,0.1705,0.2404,0.175,FCC
1,2,4.634,0.0318,0.1218,0.1709,0.1604,0.2404,0.1691,FCC
1,1.95,4.509,0.0323,0.1259,0.1708,0.1848,0.2597,0.1959,FCC
