Pm,ρ,α,ad-e/n,δ-e/n,δ-Ec,Phase
1,7.1375,13.28,0.0487,0.1893,0.1049,BCC+FCC
1,7.4785,11.79,0.0461,0.1805,0.1171,BCC+FCC
1,7.0025,11.935,0.0461,0.1918,0.1087,BCC+FCC
1,6.9925,14.165,0.0485,0.1801,0.131,BCC+FCC
1,6.7,12.82,0.0423,0.1731,0.1281,BCC+FCC
1,4.907,18.22,0.0296,0.1556,0.2084,BCC+FCC
1,7.298,13.34,0.0464,0.1972,0.1045,BCC+FCC
1,7.523,14.575,0.0497,0.1962,0.1286,BCC+FCC
3,8.8365,11.465,0.1044,0.5655,0.3008,IM
3,7.9395,11.595,0.0988,0.4828,0.2955,IM
3,7.518,10.53,0.0853,0.4534,0.2317,IM
4,8.678,12.82,0.0362,0.1607,0.1493,FCC
3,8.441,13.345,0.0329,0.1402,0.0919,FCC
3,8.302,12.745,0.0372,0.1505,0.0823,FCC
4,8.439,13.22,0.0378,0.1488,0.1231,FCC
3,8.517,13.105,0.029,0.1206,0.0934,FCC
2,8.4325,12.92,0.0342,0.136,0.1025,FCC
4,8.287,12.005,0.0347,0.1356,0.0713,FCC
1,8.4705,12.715,0.032,0.1373,0.0809,FCC
4,8.3555,12.93,0.0286,0.12,0.0923,FCC
4,8.508,13.35,0.0271,0.1213,0.1019,FCC
1,8.1115,14.56,0.0309,0.1175,0.1572,FCC
3,8.236,12.9,0.0255,0.1043,0.0925,FCC
1,8.3185,13.28,0.0229,0.0913,0.0929,FCC
1,7.861,13.31,0.0452,0.1966,0.1155,BCC+FCC
2,8.713,9.75,0.0852,0.4437,0.2034,IM
3,10.6945,10.405,0.1189,0.5479,0.3017,IM
3,10.0145,9.93,0.1053,0.5129,0.2732,IM
3,10.253,10.705,0.1129,0.5196,0.277,IM
3,10.248,10.56,0.1116,0.5165,0.2676,IM
3,9.0425,9.345,0.0941,0.486,0.22,IM
2,8.8655,9.115,0.1054,0.5198,0.2802,IM
3,9.874,8.42,0.1046,0.5986,0.2581,IM
3,9.9255,9.43,0.1168,0.5808,0.2675,IM
4,10.5235,10.79,0.1208,0.5434,0.3178,IM
1,7.7575,12.97,0.047,0.1977,0.1156,BCC+FCC
1,7.883,15.505,0.0331,0.1397,0.1837,FCC
1,7.613,12.59,0.0453,0.192,0.1158,BCC+FCC
1,7.355,11.525,0.0428,0.1842,0.1164,BCC+FCC
1,7.7265,13.54,0.0459,0.1928,0.1368,BCC+FCC
1,7.747,13.045,0.0448,0.1914,0.1154,BCC+FCC
1,7.5715,12.36,0.0454,0.1898,0.1161,BCC+FCC
1,7.833,12.93,0.0458,0.1795,0.1338,BCC+FCC
2,8.4185,10.07,0.082,0.3778,0.2444,IM
1,7.8885,14.715,0.0278,0.1191,0.1803,FCC
1,7.709,14.39,0.0347,0.1462,0.2018,FCC
1,7.744,14.6,0.0288,0.1209,0.1886,FCC
1,7.671,14.135,0.0345,0.1458,0.2017,FCC
1,7.735,15.095,0.0348,0.1454,0.2131,FCC
1,8.087,13.845,0.0322,0.1276,0.1547,FCC
2,8.6415,9.435,0.0888,0.4591,0.2038,IM
3,8.7545,9.77,0.0913,0.4424,0.2038,IM
3,9.159,9.295,0.0956,0.4832,0.2102,IM
1,7.4095,8.185,0.0648,0.3819,0.2022,IM
2,10.804,9.685,0.1064,0.499,0.3115,IM
2,9.2575,9.15,0.1045,0.5012,0.2403,IM
4,9.5455,8.94,0.1053,0.526,0.2546,IM
2,9.1955,10.59,0.0884,0.4176,0.2415,IM
2,8.151,9.81,0.0826,0.418,0.2013,IM
2,8.04,9.205,0.0701,0.3875,0.1667,IM
2,8.2115,10.37,0.0738,0.357,0.1614,IM
3,9.826,9.42,0.1068,0.5241,0.2775,IM
2,9.751,10.16,0.0988,0.4553,0.2853,IM
2,9.1185,8.92,0.0981,0.5322,0.2023,IM
4,9.155,9.265,0.0737,0.3681,0.2598,IM
2,11.636,8.8,0.1255,0.6889,0.2756,IM
4,8.016,9.19,0.0714,0.3666,0.2248,IM
2,8.978,9.12,0.1011,0.4921,0.2515,IM
3,9.3945,9.23,0.1017,0.5395,0.2181,IM
2,10.431,8.4,0.0962,0.5967,0.2499,IM
2,10.191,8.71,0.0982,0.5788,0.2351,IM
2,8.989,8.75,0.0805,0.5141,0.1899,IM
3,8.3545,8.97,0.0739,0.4373,0.1817,IM
4,8.6315,8.965,0.081,0.4885,0.1878,IM
3,8.766,8.765,0.0827,0.4829,0.1949,IM
2,8.848,9.03,0.0835,0.4728,0.1924,IM
4,8.9135,9.38,0.0888,0.4729,0.1937,IM
2,8.397,8.925,0.0928,0.5112,0.1957,IM
3,8.7355,8.95,0.0948,0.5299,0.1972,IM
2,8.952,9.015,0.0972,0.5127,0.2028,IM
2,8.386,8.9,0.0832,0.4225,0.2349,IM
2,8.894,8.085,0.0934,0.5416,0.244,IM
2,9.2295,7.99,0.0966,0.5434,0.2564,IM
3,8.7935,8.58,0.0887,0.4811,0.2263,IM
3,10.546,8.325,0.1054,0.6247,0.2463,IM
3,10.7325,8.405,0.1095,0.6287,0.2588,IM
3,10.3405,8.77,0.1113,0.5925,0.2559,IM
4,10.2705,9.09,0.1111,0.565,0.2542,IM
3,8.8055,8.555,0.0966,0.497,0.2573,IM
2,9.144,8.58,0.0992,0.5155,0.2582,IM
3,8.516,12.995,0.0378,0.1719,0.1628,FCC
4,8.6555,12.785,0.0335,0.1625,0.1341,FCC
4,8.376,12.99,0.0317,0.1437,0.0699,FCC
1,8.3705,13.21,0.0311,0.1445,0.0844,FCC
1,7.893,13.595,0.0471,0.1959,0.1232,BCC+FCC
1,7.8985,16.45,0.0325,0.1396,0.193,FCC
1,7.8895,13.62,0.0461,0.1945,0.1231,BCC+FCC
1,7.906,13.515,0.0444,0.1949,0.1156,BCC+FCC
4,10.887,10.885,0.1269,0.5515,0.2957,IM
3,11.1865,10.845,0.1236,0.5397,0.3225,IM
3,9.148,10.83,0.1124,0.4704,0.3027,IM
3,8.8235,12.63,0.0368,0.2057,0.1902,FCC
1,8.624,14.83,0.0375,0.2054,0.2658,FCC
1,7.91,14.74,0.0318,0.1424,0.1863,FCC
1,8.048,15.96,0.0307,0.122,0.1943,FCC
1,7.929,15.215,0.0317,0.1342,0.1955,FCC
2,8.994,10.24,0.1009,0.4707,0.2148,IM
4,9.742,9.455,0.1143,0.56,0.2656,IM
4,10.29,10.88,0.1127,0.5063,0.3002,IM
2,10.476,10.265,0.118,0.5429,0.3002,IM
2,10.105,10.88,0.1177,0.5163,0.3071,IM
3,8.3015,13.33,0.0349,0.1797,0.2031,FCC
3,9.3535,9.81,0.126,0.5732,0.2711,IM
4,9.727,9.035,0.1159,0.5951,0.2408,IM
3,9.34,9.545,0.1196,0.5604,0.2492,IM
3,9.2935,9.455,0.0965,0.5365,0.204,IM
2,9.6445,9.79,0.1145,0.5396,0.2902,IM
2,9.586,10.795,0.1143,0.4973,0.3162,IM
3,9.9235,9.175,0.1115,0.5712,0.2459,IM
3,9.273,10.55,0.0906,0.3794,0.2818,IM
3,8.5175,9.56,0.0922,0.4802,0.1956,IM
3,9.0525,9.565,0.1003,0.5273,0.1948,IM
3,8.834,9.915,0.1015,0.485,0.1964,IM
2,9.1535,9.55,0.1009,0.5521,0.1929,IM
2,8.8835,9.825,0.0999,0.505,0.1955,IM
2,9.3355,9.335,0.1005,0.5322,0.1988,IM
3,9.4385,9.825,0.1085,0.5135,0.2036,IM
3,9.0455,9.615,0.0975,0.5191,0.1958,IM
2,9.266,9.77,0.1045,0.5191,0.1992,IM
4,9.1135,9.71,0.1006,0.4874,0.2026,IM
3,11.163,9.625,0.1176,0.5423,0.2912,IM
3,9.1645,9.49,0.1144,0.5275,0.2331,IM
1,7.74,12.19,0.0458,0.1861,0.1174,BCC+FCC
1,7.745,13.225,0.0486,0.2014,0.1242,BCC+FCC
1,7.922,13.33,0.0476,0.1907,0.1298,BCC+FCC
1,7.597,12.285,0.0446,0.1843,0.1131,BCC+FCC
3,10.513,9.845,0.1201,0.5676,0.2861,IM
3,10.526,10.17,0.1191,0.5433,0.288,IM
3,9.5655,9.73,0.1008,0.501,0.2386,IM
3,9.6005,10.125,0.1061,0.516,0.2388,IM
3,8.1805,8.955,0.0893,0.4956,0.2073,IM
2,8.331,9.285,0.0771,0.4603,0.1832,IM
2,9.204,9.45,0.0946,0.5046,0.1922,IM
3,8.8905,8.845,0.0827,0.5127,0.1904,IM
3,10.789,9.325,0.1156,0.5983,0.2663,IM
2,10.6715,9.66,0.1182,0.5818,0.2768,IM
3,9.467,9.33,0.0864,0.4688,0.2224,IM
2,9.691,9.78,0.0964,0.4673,0.2356,IM
2,9.204,9.255,0.1029,0.5037,0.2303,IM
3,9.794,10.07,0.1108,0.5023,0.2892,IM
3,9.2,9.56,0.1023,0.5161,0.2074,IM
2,10.3665,9.395,0.1125,0.6019,0.2267,IM
3,9.485,9.81,0.101,0.5176,0.2334,IM
2,8.1655,8.86,0.0706,0.4701,0.1653,IM
2,8.6655,8.81,0.0779,0.478,0.1735,IM
2,8.8695,9.265,0.0867,0.5173,0.1806,IM
2,8.651,9.615,0.0889,0.4807,0.1836,IM
2,8.445,8.955,0.088,0.4615,0.2087,IM
3,8.663,8.72,0.094,0.4951,0.2108,IM
2,8.624,8.97,0.0834,0.4389,0.2127,IM
3,9.643,8.975,0.1154,0.5968,0.2321,IM
3,9.035,8.855,0.0962,0.5131,0.2121,IM
2,9.563,8.765,0.1019,0.553,0.2234,IM
3,9.2405,8.695,0.0985,0.5268,0.2122,IM
2,9.5595,8.79,0.1006,0.5483,0.2239,IM
3,8.643,9.22,0.0951,0.4749,0.2029,IM
2,9.4685,8.135,0.0837,0.5882,0.2099,IM
4,10.4605,8.915,0.1017,0.567,0.2487,IM
4,10.1025,9.015,0.0959,0.5214,0.2522,IM
2,10.2385,9.29,0.1017,0.525,0.2599,IM
3,9.449,8.36,0.0852,0.5187,0.1847,IM
2,10.7035,7.125,0.0413,0.6004,0.1464,BCC
2,11.2505,7.295,0.0413,0.5742,0.1462,BCC
1,7.986,13.61,0.0463,0.1825,0.1324,BCC+FCC
1,7.864,12.805,0.0485,0.1928,0.1268,BCC+FCC
2,8.3275,10.465,0.104,0.4932,0.2288,IM
2,9.007,8.74,0.0928,0.561,0.1886,IM
2,8.9485,10.165,0.109,0.5276,0.2174,IM
4,8.897,10.09,0.1063,0.5231,0.2189,IM
1,7.9045,13.485,0.0472,0.1923,0.1369,BCC+FCC
2,9.1365,9.63,0.1211,0.5831,0.2674,IM
3,8.2035,9.68,0.0965,0.5567,0.2037,IM
3,8.6165,10.815,0.1149,0.4987,0.2491,IM
2,10.0595,7.02,0.0399,0.6646,0.1643,BCC
4,9.458,7.245,0.0366,0.5738,0.1678,BCC
3,9.438,8.88,0.098,0.6193,0.2063,IM
3,8.6665,9.325,0.0912,0.5119,0.1824,IM
2,8.7545,9.5,0.0962,0.5113,0.1893,IM
2,7.962,9.355,0.0841,0.4614,0.1904,IM
2,11.0975,7.125,0.0426,0.5802,0.1467,BCC
2,8.126,7.065,0.0417,0.5007,0.1418,BCC
3,9.786,6.795,0.0383,0.5505,0.1384,BCC
3,7.946,8.905,0.0794,0.4764,0.1595,IM
2,9.8935,7.085,0.0381,0.4267,0.1414,BCC
2,7.4025,7.805,0.0423,0.3594,0.1701,BCC
2,9.44,6.875,0.0429,0.4698,0.131,BCC
4,10.681,6.845,0.038,0.4774,0.1487,BCC
2,10.4445,6.9,0.04,0.4902,0.1402,BCC
4,11.2735,7.08,0.0464,0.5144,0.1569,BCC
3,10.5025,6.91,0.0331,0.4117,0.1337,BCC
2,8.5285,7.045,0.04,0.409,0.1623,BCC
4,8.1235,7.085,0.0386,0.3877,0.1577,BCC
4,10.514,7.13,0.0436,0.4895,0.1585,BCC
4,9.1775,7.295,0.0394,0.4149,0.1647,BCC
2,10.5525,7.265,0.0408,0.45,0.1597,BCC
4,9.4615,7.22,0.0467,0.4995,0.149,BCC
3,8.7,7.355,0.0444,0.4313,0.1681,BCC
3,7.652,7.735,0.0461,0.3777,0.1789,BCC
2,8.0795,7.865,0.0452,0.3825,0.1925,BCC
4,8.7775,7.785,0.0416,0.3817,0.2005,BCC
